"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Temporal_Cluster"
"GO:0090672","telomerase RNA localization","6/468","19/15373",0.315789473684211,10.3731443994602,7.24391697811163,1.49248231307477e-05,0.00136179910566163,0.00132005175058859,"NOP10/CCT4/CCT2/TCP1/CCT8/CCT5",6,"2"
"GO:0090685","RNA localization to nucleus","6/468","19/15373",0.315789473684211,10.3731443994602,7.24391697811163,1.49248231307477e-05,0.00136179910566163,0.00132005175058859,"NOP10/CCT4/CCT2/TCP1/CCT8/CCT5",6,"2"
"GO:1903405","protein localization to nuclear body","5/468","12/15373",0.416666666666667,13.6867877492878,7.79030886887999,1.69822960203946e-05,0.00144388112300673,0.00139961745909711,"CCT4/CCT2/TCP1/CCT8/CCT5",5,"2"
"GO:1904867","protein localization to Cajal body","5/468","12/15373",0.416666666666667,13.6867877492878,7.79030886887999,1.69822960203946e-05,0.00144388112300673,0.00139961745909711,"CCT4/CCT2/TCP1/CCT8/CCT5",5,"2"
"GO:1904872","regulation of telomerase RNA localization to Cajal body","5/468","12/15373",0.416666666666667,13.6867877492878,7.79030886887999,1.69822960203946e-05,0.00144388112300673,0.00139961745909711,"CCT4/CCT2/TCP1/CCT8/CCT5",5,"2"
"GO:0072522","purine-containing compound biosynthetic process","21/468","249/15373",0.0843373493975904,2.77033776130162,4.99050616478107,2.56379711946733e-05,0.00213137000531717,0.00206603066118478,"ATP5PO/ATP5F1C/NDUFB5/ATP5PF/NDUFA8/ATP5PB/SDHB/SDHC/NDUFB3/TECR/NDUFB7/IDH2/ATP5F1B/NDUFB9/DGUOK/NDUFS2/ATP5MC3/ATP5PD/GMPS/ATP5MG/PARP1",21,"2"
"GO:0006403","RNA localization","18/468","196/15373",0.0918367346938776,3.01667974882261,5.03493803505364,3.14670405779807e-05,0.00255909127830926,0.00248063969773784,"HSF1/SSB/NOP10/PIH1D1/CCT4/CCT2/TCP1/SEC13/FBL/CCT8/MAGOH/RTRAF/FYTTD1/DDX39A/HNRNPA1/CCT5/YBX1/NCBP2",18,"2"
"GO:0006364","rRNA processing","19/468","217/15373",0.0875576036866359,2.87611760998858,4.93196235248386,3.70570204282078e-05,0.00294958113663671,0.00285915868701402,"EXOSC4/NOP10/PIH1D1/EXOSC3/YBEY/FBL/UTP11/RPS7/RPS25/CDKN2A/GTPBP4/RPS16/RPL35A/RPL7/RPL27/RPL5/RPS6/RPL7A/RPS24",19,"2"
"GO:1990173","protein localization to nucleoplasm","5/468","14/15373",0.357142857142857,11.7315323565324,7.11813812748772,4.08099593579135e-05,0.00318062620745738,0.00308312083307044,"CCT4/CCT2/TCP1/CCT8/CCT5",5,"2"
"GO:0032212","positive regulation of telomere maintenance via telomerase","6/468","23/15373",0.260869565217391,8.56911928651059,6.43690651748977,5.00622299748896e-05,0.00382209800685841,0.00370492765335112,"CCT4/CCT2/TCP1/CCT8/HNRNPA1/CCT5",6,"2"
"GO:2000573","positive regulation of DNA biosynthetic process","8/468","45/15373",0.177777777777778,5.83969610636277,5.76107763339947,5.5603170403884e-05,0.0041602292096186,0.004032693095608,"CCT4/CCT2/TCP1/CCT8/PCNA/HNRNPA1/CCT5/RFC4",8,"2"
"GO:0035036","sperm-egg recognition","8/468","46/15373",0.173913043478261,5.71274619100706,5.67213439562461,6.55386765411593e-05,0.00480745468510739,0.00466007720710616,"VDAC2/CCT4/CCT2/TCP1/CCT8/CD9/CCT5/FOLR1",8,"2"
"GO:0042274","ribosomal small subunit biogenesis","12/468","103/15373",0.116504854368932,3.82698531242221,5.10087604744258,6.83522577560144e-05,0.00491741915894711,0.00476667060666942,"FBL/UTP11/RPS7/RPS25/RPS16/RPS5/RPS23/RPS11/RPS6/RPS27A/RPS9/RPS24",12,"2"
"GO:0022618","protein-RNA complex assembly","17/468","192/15373",0.0885416666666667,2.90844239672365,4.71521613332976,8.20617062785096e-05,0.0057923177959982,0.00561474832431908,"EIF3H/EIF2D/PIH1D1/SF3B5/PSIP1/SF3B6/PUF60/SRSF9/LSM4/EIF3D/PRPF31/SF3B2/EIF3L/RPL24/RPL13A/RPL5/RPS6",17,"2"
"GO:0006163","purine nucleotide metabolic process","28/468","423/15373",0.066193853427896,2.17435493322018,4.33981371638427,0.000103336535997125,0.00715892557713416,0.00693946133547945,"ATP5PO/ATP5F1C/NDUFB5/ATP5PF/NDUFA8/ATP5PB/SDHB/NUDT5/SDHC/NDUFB3/NDUFB7/IDH2/ATP5F1B/NDUFB9/TSPO/DGUOK/NDUFS2/ATP5MC3/MDH1/PGAM1/ATP5PD/GMPS/ATP5MG/PARP1/DDIT4/GPI/GMPR/GAPDH",28,"2"
"GO:1904358","positive regulation of telomere maintenance via telomere lengthening","6/468","26/15373",0.230769230769231,7.58037475345168,5.95042080029732,0.000105653995371171,0.00718639266697364,0.00696608639337194,"CCT4/CCT2/TCP1/CCT8/HNRNPA1/CCT5",6,"2"
"GO:0002183","cytoplasmic translational initiation","8/468","50/15373",0.16,5.2557264957265,5.34083221813632,0.000121222181001813,0.00809807462728182,0.00784981980359484,"EIF3H/EIF2D/EIF4G1/EIF3D/EIF3L/EIF4A2/RPL13A/NCBP2",8,"2"
"GO:0009259","ribonucleotide metabolic process","25/468","362/15373",0.069060773480663,2.26852835623554,4.32784578199027,0.000124993984672243,0.00820355257296245,0.0079520642141436,"ATP5PO/ATP5F1C/NDUFB5/ATP5PF/NDUFA8/ATP5PB/SDHB/NUDT5/SDHC/NDUFB3/NDUFB7/ATP5F1B/NDUFB9/TSPO/NDUFS2/ATP5MC3/PGAM1/ATP5PD/GMPS/ATP5MG/PARP1/DDIT4/GPI/GAPDH/CDA",25,"2"
"GO:0009150","purine ribonucleotide metabolic process","24/468","341/15373",0.0703812316715543,2.31190315061283,4.34102918112268,0.000127544687535488,0.00822663234603899,0.00797443645299014,"ATP5PO/ATP5F1C/NDUFB5/ATP5PF/NDUFA8/ATP5PB/SDHB/NUDT5/SDHC/NDUFB3/NDUFB7/ATP5F1B/NDUFB9/TSPO/NDUFS2/ATP5MC3/PGAM1/ATP5PD/GMPS/ATP5MG/PARP1/DDIT4/GPI/GAPDH",24,"2"
"GO:0071826","protein-RNA complex organization","17/468","201/15373",0.0845771144278607,2.77821363269124,4.49658359179719,0.000143921991378251,0.00912562999569556,0.00884587440317708,"EIF3H/EIF2D/PIH1D1/SF3B5/PSIP1/SF3B6/PUF60/SRSF9/LSM4/EIF3D/PRPF31/SF3B2/EIF3L/RPL24/RPL13A/RPL5/RPS6",17,"2"
"GO:0009117","nucleotide metabolic process","30/468","478/15373",0.0627615062761506,2.06160819654544,4.17811203968866,0.000152009195119773,0.00947777331571786,0.00918722240680033,"ATP5PO/ATP5F1C/REXO2/NDUFB5/ATP5PF/NDUFA8/ATP5PB/SDHB/NUDT5/SDHC/NDUFB3/NDUFB7/IDH2/ATP5F1B/NDUFB9/TSPO/DGUOK/NDUFS2/ATP5MC3/MDH1/PGAM1/ATP5PD/GMPS/ATP5MG/PARP1/DDIT4/GPI/GMPR/GAPDH/CDA",30,"2"
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","5/468","18/15373",0.277777777777778,9.12452516619183,6.11126976240263,0.000157884417118718,0.00968271482690369,0.0093858812247452,"SRP19/SRP72/SEC61B/SSR3/SEC63",5,"2"
"GO:0019693","ribose phosphate metabolic process","25/468","368/15373",0.0679347826086956,2.23154148086213,4.23718160366159,0.000161524602251958,0.00974618608104151,0.00944740670217308,"ATP5PO/ATP5F1C/NDUFB5/ATP5PF/NDUFA8/ATP5PB/SDHB/NUDT5/SDHC/NDUFB3/NDUFB7/ATP5F1B/NDUFB9/TSPO/NDUFS2/ATP5MC3/PGAM1/ATP5PD/GMPS/ATP5MG/PARP1/DDIT4/GPI/GAPDH/CDA",25,"2"
"GO:1901293","nucleoside phosphate biosynthetic process","22/468","305/15373",0.0721311475409836,2.3693848956144,4.28025626309944,0.000170709415307407,0.0101368876613494,0.00982613092287416,"ATP5PO/ATP5F1C/NDUFB5/ATP5PF/NDUFA8/ATP5PB/SDHB/SDHC/NDUFB3/TECR/NDUFB7/IDH2/ATP5F1B/NDUFB9/DGUOK/NDUFS2/ATP5MC3/ATP5PD/GMPS/ATP5MG/PARP1/CDA",22,"2"
"GO:0050821","protein stabilization","18/468","229/15373",0.0786026200873362,2.58196170641585,4.27381315518058,0.00023233726838083,0.0135808393908232,0.0131645047626967,"PIH1D1/CCT4/CCT2/TCP1/PAK4/CCT8/SUMO1/PFN1/GRN/CALR/CCNH/RPS7/CDKN2A/CCT5/GTPBP4/MFSD1/RPL5/GAPDH",18,"2"
"GO:0075522","IRES-dependent viral translational initiation","4/468","11/15373",0.363636363636364,11.9448329448329,6.43433581696446,0.000236018986583101,0.0135838004431905,0.013167375040952,"EIF2D/SSB/EIF3D/PCBP2",4,"2"
"GO:0090114","COPII-coated vesicle budding","7/468","43/15373",0.162790697674419,5.34739614390777,5.05841539356818,0.000288809108381115,0.0163702253705114,0.0158683792403978,"PDCD6/TRAPPC4/TFG/RAB1A/SEC13/TMED10/TMED2",7,"2"
"GO:0032206","positive regulation of telomere maintenance","9/468","74/15373",0.121621621621622,3.99506237006237,4.57627729782656,0.000397220790764249,0.0221791489290904,0.0214992242605316,"CCT4/CCT2/TCP1/CCT8/ACTL6A/TFPT/MYC/HNRNPA1/CCT5",9,"2"
"GO:0031647","regulation of protein stability","23/468","358/15373",0.0642458100558659,2.11036503843766,3.76674957720246,0.000639652123843195,0.0351902734602558,0.0341114793597493,"RAD23A/PIH1D1/CCT4/CCT2/TCP1/AHSA1/PAK4/CCT8/ISOC2/SUMO1/PFN1/GRN/CALR/CCNH/RPS7/CDKN2A/CCT5/GTPBP4/MFSD1/RPL5/GAPDH/ID1/TF",23,"2"
"GO:0007339","binding of sperm to zona pellucida","6/468","36/15373",0.166666666666667,5.4747150997151,4.76286810797866,0.000690834627230854,0.0374552513111685,0.0363070219803248,"VDAC2/CCT4/CCT2/TCP1/CCT8/CCT5",6,"2"
"GO:0019081","viral translation","5/468","25/15373",0.2,6.56965811965812,4.93849673717715,0.000821091135245839,0.0426625269021484,0.041354663171373,"EIF2D/SSB/EIF3D/EIF3L/PCBP2",5,"2"
"GO:0048207","vesicle targeting, rough ER to cis-Golgi","5/468","25/15373",0.2,6.56965811965812,4.93849673717715,0.000821091135245839,0.0426625269021484,0.041354663171373,"PDCD6/TRAPPC4/TFG/TMED10/TMED2",5,"2"
"GO:0048208","COPII vesicle coating","5/468","25/15373",0.2,6.56965811965812,4.93849673717715,0.000821091135245839,0.0426625269021484,0.041354663171373,"PDCD6/TRAPPC4/TFG/TMED10/TMED2",5,"2"
"GO:0051054","positive regulation of DNA metabolic process","19/468","277/15373",0.0685920577617329,2.25313184609213,3.72930438768991,0.000858906111923876,0.0440159967768112,0.0426666410321233,"BABAM1/HSF1/YEATS4/CCT4/VPS72/CCT2/TCP1/EXOSC3/MEAF6/CCT8/ACTL6A/MORF4L2/PARP1/PCNA/TFPT/MYC/HNRNPA1/CCT5/RFC4",19,"2"
"GO:2000278","regulation of DNA biosynthetic process","9/468","83/15373",0.108433734939759,3.56186283595922,4.14680201899201,0.000928583104973892,0.0463953879787253,0.0449730895445092,"CCT4/CCT2/TCP1/MEAF6/CCT8/PCNA/HNRNPA1/CCT5/RFC4",9,"2"
"GO:0006901","vesicle coating","6/468","38/15373",0.157894736842105,5.18657219973009,4.57857800515098,0.000930140095804437,0.0463953879787253,0.0449730895445092,"PDCD6/TRAPPC4/TFG/TMED10/TMED2/AP3S1",6,"2"
"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","12/468","137/15373",0.0875912408759124,2.87722253415684,3.91077368904249,0.000980841307292461,0.0482806227708039,0.0468005305210876,"PDCD6/COPE/TRAPPC4/TFG/RAB1A/SEC13/ERGIC3/ARF4/YIF1A/TMED10/LMAN1/TMED2",12,"2"
