"Gene","Spearman_rho","p_value","FDR","Absolute_Spearman_rho","Direction","Stage16B_Strong_Gene"
"BASP1",0.45202380413968,0,0,0.45202380413968,"Increasing",TRUE
"TBCB",0.451642431924118,0,0,0.451642431924118,"Increasing",TRUE
"COPE",0.450886184293079,0,0,0.450886184293079,"Increasing",TRUE
"HMGN1",0.450155413500934,0,0,0.450155413500934,"Increasing",TRUE
"CXCR4",0.44939991654742,0,0,0.44939991654742,"Increasing",TRUE
"COMT",0.449197945129162,0,0,0.449197945129162,"Increasing",TRUE
"DPM1",0.448835531030498,0,0,0.448835531030498,"Increasing",TRUE
"POLR2H",0.448770184053168,0,0,0.448770184053168,"Increasing",TRUE
"HSD17B1",0.447570749464536,0,0,0.447570749464536,"Increasing",TRUE
"CYB5A",0.44743000701941,0,0,0.44743000701941,"Increasing",TRUE
"WDR83OS",0.447037774692014,0,0,0.447037774692014,"Increasing",TRUE
"PHGDH",0.446055588783426,0,0,0.446055588783426,"Increasing",TRUE
"SIX1",0.44490491435866,0,0,0.44490491435866,"Increasing",TRUE
"PDCD6",0.444439392742654,0,0,0.444439392742654,"Increasing",TRUE
"RPS6",0.443735596867716,5.92878775009496e-323,1.25591487172845e-320,0.443735596867716,"Increasing",TRUE
"PERP",0.44332724546754,2.56914135837448e-322,5.390256196128e-320,0.44332724546754,"Increasing",TRUE
"RPS11",0.442622072613125,3.47822214672238e-321,7.22734048705951e-319,0.442622072613125,"Increasing",TRUE
"PIGP",0.440564858936856,6.97877606063678e-318,1.43629857993038e-315,0.440564858936856,"Increasing",TRUE
"VDAC2",0.439548385354511,2.93000147137482e-316,5.97333318846175e-314,0.439548385354511,"Increasing",TRUE
"CDK4",0.438859023774574,3.66840982186428e-315,7.40881647198459e-313,0.438859023774574,"Increasing",TRUE
"AP2M1",0.438447194615039,1.65571090303616e-314,3.31295487172217e-312,0.438447194615039,"Increasing",TRUE
"TNNT1",0.436621670402965,1.28628973337717e-311,2.55015790259456e-309,0.436621670402965,"Increasing",TRUE
"CXCL14",0.436129562805988,7.68174345139982e-311,1.50911341804318e-308,0.436129562805988,"Increasing",TRUE
"TECR",0.436102837704086,8.46393159336198e-311,1.64779785344642e-308,0.436102837704086,"Increasing",TRUE
"MRPL36",0.435004347861045,4.52119794492651e-309,8.72348996338053e-307,0.435004347861045,"Increasing",TRUE
"KRT19",0.434760141670913,1.09261755297784e-308,2.08951020529656e-306,0.434760141670913,"Increasing",TRUE
"HINT2",0.434322527707086,5.30145552932194e-308,1.00495135077761e-305,0.434322527707086,"Increasing",TRUE
"MTRNR2L12",-0.433379884257962,1.57937854237012e-306,2.96785828701028e-304,0.433379884257962,"Decreasing",TRUE
"DBI",0.432940736502825,7.64928773688192e-306,1.42500955167257e-303,0.432940736502825,"Increasing",TRUE
"VIM",0.432661364837952,2.08427018246648e-305,3.84966484129066e-303,0.432661364837952,"Increasing",TRUE
"C19orf53",0.431682859453649,6.92607547446819e-304,1.26841094070557e-301,0.431682859453649,"Increasing",TRUE
"MT-ND4",-0.431521785712698,1.23159746171916e-303,2.23653959224798e-301,0.431521785712698,"Decreasing",TRUE
"CA2",0.4305480313846,3.97022965917898e-302,7.14972191123815e-300,0.4305480313846,"Increasing",TRUE
"RPL34",-0.42962967656335,1.03947114702641e-300,1.85644392456535e-298,0.42962967656335,"Decreasing",TRUE
"RAB10",0.429155477364846,5.58837344871045e-300,9.89875001857646e-298,0.429155477364846,"Increasing",TRUE
"LMO4",0.427909158291283,4.5876199382863e-298,8.0600379566152e-296,0.427909158291283,"Increasing",TRUE
"SH3BGR",0.427882593039977,5.03852022008799e-298,8.78084048033076e-296,0.427882593039977,"Increasing",TRUE
"BABAM1",0.426970739294554,1.25213835521831e-296,2.16469678850141e-294,0.426970739294554,"Increasing",TRUE
"ATP5PF",0.425909752690069,5.19758475100489e-295,8.91427035469965e-293,0.425909752690069,"Increasing",TRUE
"CDC123",0.425706057057659,1.06120907610411e-294,1.80572662477242e-292,0.425706057057659,"Increasing",TRUE
"CBR1",0.425500572185154,2.17924887793878e-294,3.67918501970758e-292,0.425500572185154,"Increasing",TRUE
"PPP1R16A",0.424999107076603,1.25902350955772e-293,2.10910837531336e-291,0.424999107076603,"Increasing",TRUE
"COX4I1",0.424308040180428,1.40491177264944e-292,2.33539564668881e-290,0.424308040180428,"Increasing",TRUE
"ATP5MG",0.423050364207247,1.11667319911993e-290,1.84208456740318e-288,0.423050364207247,"Increasing",TRUE
"PEPD",0.422520516905758,7.01573104560278e-290,1.14856021132936e-287,0.422520516905758,"Increasing",TRUE
"GPAA1",0.422517802888257,7.08202669433478e-290,1.15069621702688e-287,0.422517802888257,"Increasing",TRUE
"GJA1",0.422131550104905,2.69829347705405e-289,4.35150164471179e-287,0.422131550104905,"Increasing",TRUE
"TTC3",0.420975831404963,1.46141096675294e-287,2.33934007344675e-285,0.420975831404963,"Increasing",TRUE
"CISD1",0.420310009718299,1.44704485038708e-286,2.29931170712241e-284,0.420310009718299,"Increasing",TRUE
"ISOC2",0.420017975411298,3.94909694609626e-286,6.22919598577666e-284,0.420017975411298,"Increasing",TRUE
"UTP11",0.419698726482696,1.18209185244285e-285,1.85108731386159e-283,0.419698726482696,"Increasing",TRUE
"PDIA6",0.419314738774722,4.4124265399376e-285,6.85989478619076e-283,0.419314738774722,"Increasing",TRUE
"REXO2",0.419076769312662,9.97254501154022e-285,1.5393335549956e-282,0.419076769312662,"Increasing",TRUE
"CFAP298",0.418117588976129,2.65024602520834e-283,4.06183096487604e-281,0.418117588976129,"Increasing",TRUE
"THUMPD3-AS1",0.416928878549948,1.5212680032087e-281,2.31511278516479e-279,0.416928878549948,"Increasing",TRUE
"SCRG1",0.416562698940379,5.27964865870468e-281,7.97854598004253e-279,0.416562698940379,"Increasing",TRUE
"KDELR1",0.415892689443418,5.1244447896576e-280,7.69022582670143e-278,0.415892689443418,"Increasing",TRUE
"CADM1",0.415863040217606,5.66595766252565e-280,8.44423069566754e-278,0.415863040217606,"Increasing",TRUE
"HMGA1",0.413538210770577,1.44673641363341e-276,2.14136807524781e-274,0.413538210770577,"Increasing",TRUE
"GAPDH",0.412213700523812,1.22873171308492e-274,1.8063192054262e-272,0.412213700523812,"Increasing",TRUE
"SLC25A5",0.411143308188265,4.38586956717097e-273,6.40396225314626e-271,0.411143308188265,"Increasing",TRUE
"RPS27A",0.411118471860811,4.7644559738595e-273,6.91005997282575e-271,0.411118471860811,"Increasing",TRUE
"RPL24",0.410578193930228,2.88047036413905e-272,4.14979763793632e-270,0.410578193930228,"Increasing",TRUE
"DDX39A",0.409727642119468,4.8614702366757e-271,6.9573756168584e-269,0.409727642119468,"Increasing",TRUE
"TAGLN",-0.409705261239574,5.23617251649233e-271,7.44432158430259e-269,0.409705261239574,"Decreasing",TRUE
"KRT14",0.409672832535518,5.83086198506748e-271,8.23561617629465e-269,0.409672832535518,"Increasing",TRUE
"CALML5",0.409551916738104,8.70734831316629e-271,1.22185582498392e-268,0.409551916738104,"Increasing",TRUE
"DYNLT1",0.409264407327046,2.25783418896476e-270,3.14785785958248e-268,0.409264407327046,"Increasing",TRUE
"TF",0.409223184184684,2.58815489231755e-270,3.58525815531938e-268,0.409223184184684,"Increasing",TRUE
"UQCRH",0.409074363991493,4.23637031169513e-270,5.83108040991922e-268,0.409074363991493,"Increasing",TRUE
"UBXN4",0.408787946199524,1.09283964500398e-269,1.49470029927443e-267,0.408787946199524,"Increasing",TRUE
"LSR",0.407929745627515,1.85916287243165e-268,2.52682450775144e-266,0.407929745627515,"Increasing",TRUE
"GPX3",0.407657576332069,4.55916525798828e-268,6.15772257657042e-266,0.407657576332069,"Increasing",TRUE
"IFI16",-0.407167189232907,2.29024306719839e-267,3.07404675044455e-265,0.407167189232907,"Decreasing",TRUE
"NQO1",0.404990689629228,2.86382391685684e-264,3.82019968168372e-262,0.404990689629228,"Increasing",TRUE
"RPL7A",0.404848512094031,4.55464990315964e-264,6.03840395136686e-262,0.404848512094031,"Increasing",TRUE
"BRK1",0.404783999192852,5.62156069312267e-264,7.40743454746225e-262,0.404783999192852,"Increasing",TRUE
"ATP5MC3",0.404174508741496,4.09623078020005e-263,5.36482104000746e-261,0.404174508741496,"Increasing",TRUE
"EXOSC4",0.40413170892703,4.70852886398939e-263,6.12959691269944e-261,0.40413170892703,"Increasing",TRUE
"STX10",0.403146324775773,1.15702581813851e-261,1.49720526526785e-259,0.403146324775773,"Increasing",TRUE
"FBL",0.402453431984036,1.09207965412486e-260,1.40475245985942e-258,0.402453431984036,"Increasing",TRUE
"PSMC4",0.402366913947157,1.44485233287521e-260,1.8475301132209e-258,0.402366913947157,"Increasing",TRUE
"TMEM45A",0.400706211417465,3.06424560775639e-258,3.89519691668327e-256,0.400706211417465,"Increasing",TRUE
"RPS27",-0.400293930982909,1.15301135379859e-257,1.4571096699174e-255,0.400293930982909,"Decreasing",TRUE
"SPATS2",0.399672143892611,8.47719943267562e-257,1.06507139383791e-254,0.399672143892611,"Increasing",TRUE
"HLA-DRB1",-0.399233729596566,3.45173665083151e-256,4.311677978293e-254,0.399233729596566,"Decreasing",TRUE
"S100A1",0.399065270020111,5.91699120828186e-256,7.34863103511327e-254,0.399065270020111,"Increasing",TRUE
"TMEM147",0.399055733015335,6.10025350475269e-256,7.53294161358318e-254,0.399055733015335,"Increasing",TRUE
"SSR3",0.398960184806397,8.28020104996469e-256,1.01667695846441e-253,0.398960184806397,"Increasing",TRUE
"PPP1R1B",0.397879906450434,2.60160678370386e-254,3.17631201106443e-252,0.397879906450434,"Increasing",TRUE
"UCHL3",0.396814577491074,7.69595378030377e-253,9.34323377485194e-251,0.396814577491074,"Increasing",TRUE
"LTF",-0.396065542481714,8.26611465649941e-252,9.97937082273477e-250,0.396065542481714,"Decreasing",TRUE
"MDH1",0.394671867655366,6.73881009826789e-250,8.09031590130939e-248,0.394671867655366,"Increasing",TRUE
"LARP6",0.394461650470667,1.30639577584902e-249,1.55973550917664e-247,0.394461650470667,"Increasing",TRUE
"SEC13",0.394249645173685,2.54565614486189e-249,3.02261699398161e-247,0.394249645173685,"Increasing",TRUE
"LINC00623",0.394154487372861,3.43378061105597e-249,4.05486333360216e-247,0.394154487372861,"Increasing",TRUE
"RPL5",0.393816628668727,9.92878561949826e-249,1.16609270237694e-246,0.393816628668727,"Increasing",TRUE
"RPS28",-0.393352828956924,4.25628070975278e-248,4.97179600744635e-246,0.393352828956924,"Decreasing",TRUE
"YBEY",0.392455391580796,7.06814484961093e-247,8.21196829032753e-245,0.392455391580796,"Increasing",TRUE
"KRT6B",0.392284356042195,1.20624981338554e-246,1.39396034584286e-244,0.392284356042195,"Increasing",TRUE
"ACP1",0.392259365320228,1.30419784060478e-246,1.49913379443985e-244,0.392259365320228,"Increasing",TRUE
"RHOBTB3",0.391987890741218,3.04423182454568e-246,3.48073278986414e-244,0.391987890741218,"Increasing",TRUE
"PSAP",0.389728234113547,3.42182089216045e-243,3.89187102524143e-241,0.389728234113547,"Increasing",TRUE
"MYO10",0.389605135107642,5.00917959775338e-243,5.66745398468327e-241,0.389605135107642,"Increasing",TRUE
"RPL28",0.389061649607161,2.68935233416459e-242,3.02692208027587e-240,0.389061649607161,"Increasing",TRUE
"SAA1",-0.388630687680326,1.01726164563741e-241,1.13901679597018e-239,0.388630687680326,"Decreasing",TRUE
"ACTL6A",0.387924142907662,8.97042327454199e-241,9.99231169911611e-239,0.387924142907662,"Increasing",TRUE
"ODC1",0.387804150336188,1.29758503889775e-240,1.43799039438874e-238,0.387804150336188,"Increasing",TRUE
"CDKN2A",0.387665204357325,1.98929284264382e-240,2.1932968535476e-238,0.387665204357325,"Increasing",TRUE
"MPZL2",0.387614919567231,2.32183898577568e-240,2.54695129353363e-238,0.387614919567231,"Increasing",TRUE
"FXYD3",0.387515901662546,3.14769659278837e-240,3.43544057425034e-238,0.387515901662546,"Increasing",TRUE
"PSMA5",0.387496002112715,3.34616691789017e-240,3.63370186410084e-238,0.387496002112715,"Increasing",TRUE
"MRPS6",0.387433699568629,4.05204850470755e-240,4.37823840933651e-238,0.387433699568629,"Increasing",TRUE
"ARL1",0.38706942651933,1.23977746547553e-239,1.33291497656349e-237,0.38706942651933,"Increasing",TRUE
"P4HA1",0.386889876532599,2.1503184375169e-239,2.30041492251189e-237,0.386889876532599,"Increasing",TRUE
"RPL18",0.386356379621146,1.1021292528046e-238,1.17325187946342e-236,0.386356379621146,"Increasing",TRUE
"HLA-DPA1",-0.386088448800019,2.50133591573218e-238,2.64969946759668e-236,0.386088448800019,"Decreasing",TRUE
"DDIT4",0.385237819093363,3.35743402709829e-237,3.53922679637044e-235,0.385237819093363,"Increasing",TRUE
"RPS15",-0.385172530535553,4.09669870321296e-237,4.29755626099185e-235,0.385172530535553,"Decreasing",TRUE
"SDHC",0.385032626308857,6.27433306502511e-237,6.55016123358419e-235,0.385032626308857,"Increasing",TRUE
"FAM162A",0.384992872911018,7.0820050799697e-237,7.35779470087236e-235,0.384992872911018,"Increasing",TRUE
"SMAGP",0.384735226166148,1.55171800308401e-236,1.60443186826055e-234,0.384735226166148,"Increasing",TRUE
"FAM84A",0.38468827018307,1.79004611499534e-236,1.84204269262139e-234,0.38468827018307,"Increasing",TRUE
"RPL31",0.384359931357867,4.85817267754964e-236,4.97559770435297e-234,0.384359931357867,"Increasing",TRUE
"TMED10",0.383714440046409,3.44720152022604e-235,3.51386909679645e-233,0.383714440046409,"Increasing",TRUE
"MRPL47",0.383397771925584,9.00012644690931e-235,9.1311142027094e-233,0.383397771925584,"Increasing",TRUE
"PSMB1",0.38329640985652,1.22337169325528e-234,1.23537674258161e-232,0.38329640985652,"Increasing",TRUE
"MTRNR2L8",-0.383230276678264,1.49454930562201e-234,1.5021958369531e-232,0.383230276678264,"Decreasing",TRUE
"CCT8",0.383192117557841,1.67753908655413e-234,1.67831572502012e-232,0.383192117557841,"Increasing",TRUE
"TSFM",0.382695052109932,7.54192308891993e-234,7.51064322357418e-232,0.382695052109932,"Increasing",TRUE
"PCMT1",0.381898054891695,8.3527451305906e-233,8.2799459757827e-231,0.381898054891695,"Increasing",TRUE
"RPL22L1",0.381506360099433,2.71655556507502e-232,2.68058291147357e-230,0.381506360099433,"Increasing",TRUE
"PSMB5",0.38142654126006,3.45386444543405e-232,3.39263684844681e-230,0.38142654126006,"Increasing",TRUE
"DLX5",0.38129030584547,5.20277647609703e-232,5.0874207985727e-230,0.38129030584547,"Increasing",TRUE
"RPL21",0.381152400110739,7.87517002322499e-232,7.6658749640492e-230,0.381152400110739,"Increasing",TRUE
"NNMT",-0.38082071486187,2.13251189985746e-231,2.06652834779909e-229,0.38082071486187,"Decreasing",TRUE
"ADI1",0.380104190928419,1.82711730630277e-230,1.76267879416084e-228,0.380104190928419,"Increasing",TRUE
"EPCAM",0.379515471371957,1.06289730597134e-229,1.02085381253514e-227,0.379515471371957,"Increasing",TRUE
"RER1",0.378061571409912,8.09623295840346e-228,7.74157496597782e-226,0.378061571409912,"Increasing",TRUE
"NEBL",0.376830174685279,3.12297754408867e-226,2.9730195915311e-224,0.376830174685279,"Increasing",TRUE
"FABP5",0.376329795831664,1.3714877168005e-225,1.29990568245872e-223,0.376329795831664,"Increasing",TRUE
"KRT5",0.376080952697899,2.8599095538387e-225,2.69880547853512e-223,0.376080952697899,"Increasing",TRUE
"MALL",0.37581651996216,6.24022806770675e-225,5.86310124100621e-223,0.37581651996216,"Increasing",TRUE
"ANP32B",0.375657194335288,9.98182839704355e-225,9.33797885974507e-223,0.375657194335288,"Increasing",TRUE
"ELOF1",0.375641395742679,1.04576298612669e-224,9.74092160784383e-223,0.375641395742679,"Increasing",TRUE
"RPL41",0.375467172589688,1.74732933825087e-224,1.62059171672108e-222,0.375467172589688,"Increasing",TRUE
"LTBP4",0.374972780349771,7.48631808289461e-224,6.91364674236549e-222,0.374972780349771,"Increasing",TRUE
"DDAH2",0.374905642314046,9.11997752533502e-224,8.38649848180808e-222,0.374905642314046,"Increasing",TRUE
"ARL6IP6",0.374864465151008,1.02934496627526e-223,9.42548505135952e-222,0.374864465151008,"Increasing",TRUE
"MT-ND5",-0.374287111482514,5.60804081806952e-223,5.11349207082204e-221,0.374287111482514,"Decreasing",TRUE
"PFN1",0.374006889773802,1.27530098972531e-222,1.1579518650405e-220,0.374006889773802,"Increasing",TRUE
"MRPL9",0.373991313981764,1.33485690873198e-222,1.20695639320912e-220,0.373991313981764,"Increasing",TRUE
"IGHA1",-0.372030066920876,4.09861347936259e-220,3.69045988704273e-218,0.372030066920876,"Decreasing",TRUE
"TUBA1B",0.371792853530685,8.17136715951434e-220,7.32710557332385e-218,0.371792853530685,"Increasing",TRUE
"SDC1",0.371706619397348,1.04994555946656e-219,9.3757535289555e-218,0.371706619397348,"Increasing",TRUE
"GMPR",0.371242765571789,4.03849007058396e-219,3.59143088170038e-217,0.371242765571789,"Increasing",TRUE
"EIF3L",0.370947764043652,9.50166144422975e-219,8.41520097581168e-217,0.370947764043652,"Increasing",TRUE
"RPL37",-0.370916922196475,1.03902291234753e-218,9.16460617788982e-217,0.370916922196475,"Decreasing",TRUE
"MRPL14",0.370394015809935,4.7232871055462e-218,4.14919651832737e-216,0.370394015809935,"Increasing",TRUE
"MAP1LC3B",0.36919908744684,1.48742536295881e-216,1.30134664346316e-214,0.36919908744684,"Increasing",TRUE
"ATG101",0.368662303266966,6.97237465019168e-216,6.07552484639686e-214,0.368662303266966,"Increasing",TRUE
"IDH2",0.368610991882867,8.08071018729952e-216,7.01301795773264e-214,0.368610991882867,"Increasing",TRUE
"PPP2R1A",0.367491412381273,2.0066727972684e-214,1.73456796595881e-212,0.367491412381273,"Increasing",TRUE
"TMEM134",0.367276245631103,3.71486682101941e-214,3.1983375299693e-212,0.367276245631103,"Increasing",TRUE
"EBPL",0.367168045906833,5.06250230082665e-214,4.34129661590729e-212,0.367168045906833,"Increasing",TRUE
"RAB5IF",0.366993455172239,8.33986030119673e-214,7.12349332446092e-212,0.366993455172239,"Increasing",TRUE
"LMAN1",0.36675733374834,1.63735091808036e-213,1.39303753305971e-211,0.36675733374834,"Increasing",TRUE
"CCT5",0.366074135719644,1.14940953459406e-212,9.74068236963833e-211,0.366074135719644,"Increasing",TRUE
"DGUOK",0.365984660845345,1.48307052304648e-212,1.25192007824353e-210,0.365984660845345,"Increasing",TRUE
"MRPS15",0.365647397273601,3.87314579461319e-212,3.25675800084012e-210,0.365647397273601,"Increasing",TRUE
"PTRHD1",0.365522273325458,5.52848020388818e-212,4.63063787620246e-210,0.365522273325458,"Increasing",TRUE
"TMEM14B",0.365507210769708,5.77038807520249e-212,4.81459792683883e-210,0.365507210769708,"Increasing",TRUE
"PIH1D1",0.365391012575866,8.02884455986812e-212,6.67320503610577e-210,0.365391012575866,"Increasing",TRUE
"PSMB9",-0.365340902386205,9.25755459982295e-212,7.66497145219057e-210,0.365340902386205,"Decreasing",TRUE
"CCT2",0.36523726922864,1.2426804663378e-211,1.02497423196793e-209,0.36523726922864,"Increasing",TRUE
"TIMP1",-0.365040003280202,2.17578748222731e-211,1.78778583615712e-209,0.365040003280202,"Decreasing",TRUE
"NCBP2-AS2",0.364764939291478,4.74813681068561e-211,3.88663774541349e-209,0.364764939291478,"Increasing",TRUE
"AL139393.2",0.364742339358828,5.06236920245521e-211,4.12821881000216e-209,0.364742339358828,"Increasing",TRUE
"MRPL34",0.364569795417397,8.25578121202922e-211,6.70704631548689e-209,0.364569795417397,"Increasing",TRUE
"ATP5PD",0.364400913875754,1.33207023509789e-210,1.07812875582268e-208,0.364400913875754,"Increasing",TRUE
"ATRAID",0.364313225885147,1.70748550378715e-210,1.37681946779255e-208,0.364313225885147,"Increasing",TRUE
"NDUFA8",0.363915698032121,5.25741976890172e-210,4.22352569538908e-208,0.363915698032121,"Increasing",TRUE
"TFG",0.363830306157289,6.6926361914012e-210,5.35658770726592e-208,0.363830306157289,"Increasing",TRUE
"NDUFB3",0.363481153316072,1.79421154671434e-209,1.43073474260136e-207,0.363481153316072,"Increasing",TRUE
"RABAC1",0.363302903643028,2.96695575681858e-209,2.35720271709005e-207,0.363302903643028,"Increasing",TRUE
"GRHPR",0.363173474556793,4.27399016971781e-209,3.38318415998542e-207,0.363173474556793,"Increasing",TRUE
"PRDX1",0.363094065353573,5.34633429685432e-209,4.21657971368693e-207,0.363094065353573,"Increasing",TRUE
"IGFBP3",0.363086053150178,5.46844825436118e-209,4.29720606460891e-207,0.363086053150178,"Increasing",TRUE
"MRPS16",0.362333328996903,4.55032499916098e-208,3.56277258086481e-206,0.362333328996903,"Increasing",TRUE
"OCIAD2",0.36220796581215,6.47221924759786e-208,5.04926562962418e-206,0.36220796581215,"Increasing",TRUE
"NUCB2",0.362126690371755,8.13235614237671e-208,6.32159051211369e-206,0.362126690371755,"Increasing",TRUE
"LGALS3BP",-0.361662770559152,2.99010040716001e-207,2.31598816482895e-205,0.361662770559152,"Decreasing",TRUE
"CACNA1A",0.360770047951199,3.64060185284754e-206,2.80976450142983e-204,0.360770047951199,"Increasing",TRUE
