"Database","Temporal_Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Biological_Theme"
"GO_BP","1","GO:0019646","aerobic electron transport chain","9/52","87/15373",1.1754220504242e-11,7.3703818045662e-09,5.38487036275439e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0042773","ATP synthesis coupled electron transport","9/52","94/15373",2.39479832572192e-11,7.3703818045662e-09,5.38487036275439e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0042775","mitochondrial ATP synthesis coupled electron transport","9/52","94/15373",2.39479832572192e-11,7.3703818045662e-09,5.38487036275439e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0006119","oxidative phosphorylation","10/52","136/15373",2.42446769887046e-11,7.3703818045662e-09,5.38487036275439e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0002478","antigen processing and presentation of exogenous peptide antigen","7/52","39/15373",4.71449805551329e-11,1.14656592710083e-08,8.3769186502173e-09,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",7,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002396","MHC protein complex assembly","6/52","22/15373",7.95999766884106e-11,1.29197309864205e-08,9.43927714035566e-09,"HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002501","peptide antigen assembly with MHC protein complex","6/52","22/15373",7.95999766884106e-11,1.29197309864205e-08,9.43927714035566e-09,"HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0022904","respiratory electron transport chain","9/52","108/15373",8.49982301738188e-11,1.29197309864205e-08,9.43927714035566e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0022900","electron transport chain","9/52","118/15373",1.89437116612966e-10,2.5595059311263e-08,1.86999913943092e-08,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0019884","antigen processing and presentation of exogenous antigen","7/52","48/15373",2.2052981261289e-10,2.68164252137275e-08,1.95923328258189e-08,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",7,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:1902600","proton transmembrane transport","10/52","176/15373",3.125774995919e-10,3.45540217730682e-08,2.52454937469439e-08,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"Other biological processes"
"GO_BP","1","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","6/52","29/15373",4.97736728428375e-10,5.04373218140753e-08,3.68499823503112e-08,"CD74/HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002399","MHC class II protein complex assembly","5/52","14/15373",7.11149254015501e-10,6.17683923487749e-08,4.51285692021867e-08,"HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",5,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002503","peptide antigen assembly with MHC class II protein complex","5/52","14/15373",7.11149254015501e-10,6.17683923487749e-08,4.51285692021867e-08,"HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",5,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","6/52","31/15373",7.67537755996395e-10,6.22217274194411e-08,4.54597800744532e-08,"CD74/HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","6/52","33/15373",1.14866900929957e-09,8.72988447067676e-08,6.378135814795e-08,"CD74/HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0048002","antigen processing and presentation of peptide antigen","7/52","65/15373",1.99612510659436e-09,1.42781654683455e-07,1.04317621669699e-07,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",7,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002449","lymphocyte mediated immunity","11/52","353/15373",2.08444398822741e-08,1.4081577164914e-06,1.02881329009587e-06,"CD74/HLA-DRA/IGHA1/CLU/IGLC2/HLA-A/B2M/HLA-DRB1/IGLC3/IGHG1/IGKC",11,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0009060","aerobic respiration","10/52","278/15373",2.57702388600996e-08,1.64929528704637e-06,1.2049906702451e-06,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/52","364/15373",2.85625034727217e-08,1.73660021114148e-06,1.26877647005143e-06,"CD74/HLA-DRA/IGHA1/CLU/IGLC2/HLA-A/B2M/HLA-DRB1/IGLC3/IGHG1/IGKC",11,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0019883","antigen processing and presentation of endogenous antigen","5/52","30/15373",4.85962800248779e-08,2.81395602429769e-06,2.05590277398481e-06,"CD74/HLA-DRA/HLA-A/B2M/HLA-DRB1",5,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0045333","cellular respiration","10/52","312/15373",7.6367211012913e-08,4.11811785275908e-06,3.00873568882329e-06,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"Other biological processes"
"GO_BP","1","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","6/52","65/15373",7.89025470210068e-08,4.11811785275908e-06,3.00873568882329e-06,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0019882","antigen processing and presentation","7/52","110/15373",8.12786418307713e-08,4.11811785275908e-06,3.00873568882329e-06,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",7,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0015986","proton motive force-driven ATP synthesis","6/52","71/15373",1.34716911529432e-07,6.55263057679155e-06,4.78741361393012e-06,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0002443","leukocyte mediated immunity","11/52","447/15373",2.28932338819138e-07,1.0706989384772e-05,7.82262728596568e-06,"CD74/HLA-DRA/IGHA1/CLU/IGLC2/HLA-A/B2M/HLA-DRB1/IGLC3/IGHG1/IGKC",11,"Other biological processes"
"GO_BP","1","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","5/52","49/15373",6.1951299048869e-07,2.79010294975647e-05,2.03847549307e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ND4/MT-ND1",5,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0015980","energy derivation by oxidation of organic compounds","10/52","400/15373",7.57982913889703e-07,3.22291507829727e-05,2.35469211052882e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"Other biological processes"
"GO_BP","1","GO:0006754","ATP biosynthetic process","6/52","95/15373",7.68622839396553e-07,3.22291507829727e-05,2.35469211052882e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0002483","antigen processing and presentation of endogenous peptide antigen","4/52","23/15373",9.82720208433163e-07,3.98329257818242e-05,2.91023107339505e-05,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0019731","antibacterial humoral response","5/52","55/15373",1.11303021149654e-06,4.36595076509611e-05,3.18980474873712e-05,"IGHA1/LTF/HLA-A/B2M/IGHG1",5,"Other biological processes"
"GO_BP","1","GO:0006959","humoral immune response","8/52","238/15373",1.22716308425465e-06,4.66321972016766e-05,3.4069922470754e-05,"IGHA1/CLU/LTF/HLA-A/B2M/HLA-DRB1/IGHG1/A2M",8,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","6/52","105/15373",1.38716909067746e-06,5.11150792201151e-05,3.73451582944746e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Other biological processes"
"GO_BP","1","GO:0009145","purine nucleoside triphosphate biosynthetic process","6/52","106/15373",1.46662591271347e-06,5.24534444076345e-05,3.83229805055779e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Other biological processes"
"GO_BP","1","GO:0009201","ribonucleoside triphosphate biosynthetic process","6/52","111/15373",1.92179949096168e-06,6.67688051716974e-05,4.87819179059146e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Other biological processes"
"GO_BP","1","GO:0016064","immunoglobulin mediated immune response","7/52","177/15373",2.05897611534817e-06,6.95476376739826e-05,5.08121591039139e-05,"CD74/IGHA1/CLU/IGLC2/IGLC3/IGHG1/IGKC",7,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0050870","positive regulation of T cell activation","8/52","258/15373",2.24397784685368e-06,7.36927457131503e-05,5.38406140771285e-05,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0019724","B cell mediated immunity","7/52","180/15373",2.30289830353595e-06,7.36927457131503e-05,5.38406140771285e-05,"CD74/IGHA1/CLU/IGLC2/IGLC3/IGHG1/IGKC",7,"Other biological processes"
"GO_BP","1","GO:0006091","generation of precursor metabolites and energy","10/52","459/15373",2.62304096953712e-06,8.10261534228071e-05,5.91984708179096e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"Other biological processes"
"GO_BP","1","GO:0006164","purine nucleotide biosynthetic process","7/52","184/15373",2.66533399417128e-06,8.10261534228071e-05,5.91984708179096e-05,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"Other biological processes"
"GO_BP","1","GO:0009142","nucleoside triphosphate biosynthetic process","6/52","119/15373",2.88536493740561e-06,8.55757015581762e-05,6.25224135345401e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Other biological processes"
"GO_BP","1","GO:1903039","positive regulation of leukocyte cell-cell adhesion","8/52","279/15373",4.00975194901024e-06,0.000116091865952296,8.48178106507428e-05,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"Cell adhesion / extracellular interactions"
"GO_BP","1","GO:0050867","positive regulation of cell activation","9/52","384/15373",4.90539262341236e-06,0.000138719940234173,0.000101350094838679,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTA2/ACTB",9,"Other biological processes"
"GO_BP","1","GO:0045785","positive regulation of cell adhesion","10/52","495/15373",5.13205931819907e-06,0.000141831457521138,0.000103623398673685,"CD74/HLA-DRA/TPM1/HLA-A/B2M/HLA-DPA1/HLA-DRB1/SAA1/HLA-DQA1/ACTB",10,"Cell adhesion / extracellular interactions"
"GO_BP","1","GO:0001916","positive regulation of T cell mediated cytotoxicity","4/52","36/15373",6.32830800436507e-06,0.000171004945184621,0.000124937823524775,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0009165","nucleotide biosynthetic process","7/52","217/15373",7.90815580006295e-06,0.00020905037941036,0.000152734176092749,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"Other biological processes"
"GO_BP","1","GO:0009152","purine ribonucleotide biosynthetic process","6/52","149/15373",1.05656767723927e-05,0.000273358786281478,0.000199718503827534,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Other biological processes"
"GO_BP","1","GO:0070482","response to oxygen levels","8/52","328/15373",1.31000550134006e-05,0.000331868060339481,0.000242465930511186,"MT-ND5/MT-ATP6/MT-CO2/MT-CYB/PLAT/MT-ND4/MT-CO1/MT-ND1",8,"Other biological processes"
"GO_BP","1","GO:0022409","positive regulation of cell-cell adhesion","8/52","332/15373",1.43014192504077e-05,0.000354908689969302,0.000259299631521893,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"Cell adhesion / extracellular interactions"
"GO_BP","1","GO:0001906","cell killing","7/52","239/15373",1.48250029489908e-05,0.000360544071719456,0.000263416894504173,"HLA-DRA/CLU/LTF/HLA-A/B2M/HLA-DRB1/IGHG1",7,"Other biological processes"
"GO_BP","1","GO:0051251","positive regulation of lymphocyte activation","8/52","336/15373",1.55944312996863e-05,0.000371820165890561,0.000271655315107023,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002468","dendritic cell antigen processing and presentation","3/52","15/15373",1.61396984675195e-05,0.00037742064108661,0.000275747075032115,"CD74/HLA-DRA/HLA-DRB1",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0001914","regulation of T cell mediated cytotoxicity","4/52","46/15373",1.70990345092588e-05,0.000392309923835071,0.000286625325239612,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0009260","ribonucleotide biosynthetic process","6/52","165/15373",1.88873696658904e-05,0.000425315583587458,0.000310739571111335,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Other biological processes"
"GO_BP","1","GO:0072522","purine-containing compound biosynthetic process","7/52","249/15373",1.93190259130059e-05,0.00042712610018573,0.00031206235158999,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"Other biological processes"
"GO_BP","1","GO:0046390","ribose phosphate biosynthetic process","6/52","170/15373",2.23650341756443e-05,0.000485640742099704,0.00035481370007977,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Other biological processes"
"GO_BP","1","GO:0000028","ribosomal small subunit assembly","3/52","18/15373",2.87382045015016e-05,0.000613081696032034,0.000447923261297643,"RPS28/RPS15/RPS27",3,"Protein synthesis / translational processes"
"GO_BP","1","GO:0002696","positive regulation of leukocyte activation","8/52","367/15373",2.93828432851493e-05,0.000616026507495544,0.000450074768287949,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"Other biological processes"
"GO_BP","1","GO:0031341","regulation of cell killing","5/52","109/15373",3.25741848684723e-05,0.000671359471187497,0.000490501552702777,"HLA-DRA/CLU/HLA-A/B2M/HLA-DRB1",5,"Other biological processes"
"GO_BP","1","GO:1903037","regulation of leukocyte cell-cell adhesion","8/52","377/15373",3.55814773580572e-05,0.000721117941123293,0.000526855559477198,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"Cell adhesion / extracellular interactions"
"GO_BP","1","GO:0001913","T cell mediated cytotoxicity","4/52","56/15373",3.75372262039965e-05,0.00073621398490419,0.000537884871242327,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0006956","complement activation","4/52","56/15373",3.75372262039965e-05,0.00073621398490419,0.000537884871242327,"IGHA1/CLU/IGHG1/A2M",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:1903900","regulation of viral life cycle","5/52","113/15373",3.873997941495e-05,0.000747743094739351,0.00054630814747231,"CD74/LTF/IFI16/HLA-DRB1/IL32",5,"Other biological processes"
"GO_BP","1","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","3/52","20/15373",3.99575202067969e-05,0.000759192883929141,0.00055467347129172,"MT-CO2/MT-CO3/MT-CO1",3,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0050863","regulation of T cell activation","8/52","386/15373",4.20634718317062e-05,0.000786910488420843,0.000574924214185588,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0001666","response to hypoxia","7/52","293/15373",5.45818242623421e-05,0.00100562876216679,0.000734721844934875,"MT-ND5/MT-CO2/MT-CYB/PLAT/MT-ND4/MT-CO1/MT-ND1",7,"Cellular stress / hypoxia / redox"
"GO_BP","1","GO:0002181","cytoplasmic translation","6/52","201/15373",5.72129844690998e-05,0.0010383729718571,0.000758645072928834,"RPL36/RPS28/RPL34/RPL37/RPS15/RPS27",6,"Protein synthesis / translational processes"
"GO_BP","1","GO:0050851","antigen receptor-mediated signaling pathway","6/52","206/15373",6.55759116428191e-05,0.0011726515964363,0.000856750300720423,"IGHA1/HLA-A/HLA-DRB1/IGLC3/IGHG1/IGKC",6,"Other biological processes"
"GO_BP","1","GO:0007159","leukocyte cell-cell adhesion","8/52","412/15373",6.65823145855007e-05,0.00117339267443433,0.00085729173928547,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"Cell adhesion / extracellular interactions"
"GO_BP","1","GO:1901293","nucleoside phosphate biosynthetic process","7/52","305/15373",7.02899082651861e-05,0.00122103612072095,0.00089210048986191,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"Other biological processes"
"GO_BP","1","GO:0036293","response to decreased oxygen levels","7/52","306/15373",7.17504351403683e-05,0.00122885252296743,0.000897811226960279,"MT-ND5/MT-CO2/MT-CYB/PLAT/MT-ND4/MT-CO1/MT-ND1",7,"Other biological processes"
"GO_BP","1","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","4/52","68/15373",8.0776439203391e-05,0.00136422430654616,0.000996715127012602,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Other biological processes"
"GO_BP","1","GO:0002711","positive regulation of T cell mediated immunity","4/52","70/15373",9.04917578767495e-05,0.00150736955586476,0.00110129839434717,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0031343","positive regulation of cell killing","4/52","71/15373",9.56554902855403e-05,0.00155187790578064,0.00113381661398793,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Other biological processes"
"GO_BP","1","GO:0019730","antimicrobial humoral response","5/52","137/15373",9.69923691112897e-05,0.00155187790578064,0.00113381661398793,"IGHA1/LTF/HLA-A/B2M/IGHG1",5,"Other biological processes"
"GO_BP","1","GO:0050792","regulation of viral process","5/52","137/15373",9.69923691112897e-05,0.00155187790578064,0.00113381661398793,"CD74/LTF/IFI16/HLA-DRB1/IL32",5,"Other biological processes"
"GO_BP","1","GO:0046034","ATP metabolic process","6/52","226/15373",0.00010932676964739,0.00172651106352241,0.0012614052437785,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Metabolic processes"
"GO_BP","1","GO:0050853","B cell receptor signaling pathway","4/52","74/15373",0.000112432868535158,0.00175279959152246,0.00128061188992811,"IGHA1/IGLC3/IGHG1/IGKC",4,"Other biological processes"
"GO_BP","1","GO:0002429","immune response-activating cell surface receptor signaling pathway","7/52","331/15373",0.000117187889168892,0.00180380345859965,0.00131787579558354,"IGHA1/LTF/HLA-A/HLA-DRB1/IGLC3/IGHG1/IGKC",7,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0001909","leukocyte mediated cytotoxicity","5/52","148/15373",0.000139538662426317,0.00212098766888001,0.00154961356694488,"HLA-DRA/HLA-A/B2M/HLA-DRB1/IGHG1",5,"Other biological processes"
"GO_BP","1","GO:0009205","purine ribonucleoside triphosphate metabolic process","6/52","248/15373",0.000181485779069676,0.00272452725121884,0.00199056527010795,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Metabolic processes"
"GO_BP","1","GO:0002768","immune response-regulating cell surface receptor signaling pathway","7/52","360/15373",0.000196788564615159,0.00291823042161016,0.00213208663074703,"IGHA1/LTF/HLA-A/HLA-DRB1/IGLC3/IGHG1/IGKC",7,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0009144","purine nucleoside triphosphate metabolic process","6/52","255/15373",0.000211007360298229,0.0030913849412367,0.00225859495360437,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Metabolic processes"
"GO_BP","1","GO:0001819","positive regulation of cytokine production","8/52","496/15373",0.000239429610346803,0.00332853367624293,0.00243185805293372,"CD74/CLU/IFI16/HLA-A/B2M/HLA-DPA1/SAA1/IL32",8,"Other biological processes"
"GO_BP","1","GO:0022407","regulation of cell-cell adhesion","8/52","496/15373",0.000239429610346803,0.00332853367624293,0.00243185805293372,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"Cell adhesion / extracellular interactions"
"GO_BP","1","GO:0006958","complement activation, classical pathway","3/52","36/15373",0.000240880726570212,0.00332853367624293,0.00243185805293372,"IGHA1/CLU/IGHG1",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0030224","monocyte differentiation","3/52","36/15373",0.000240880726570212,0.00332853367624293,0.00243185805293372,"CD74/IFI16/HLA-DRB1",3,"Other biological processes"
"GO_BP","1","GO:0046688","response to copper ion","3/52","36/15373",0.000240880726570212,0.00332853367624293,0.00243185805293372,"MT2A/MT-CYB/MT-CO1",3,"Other biological processes"
"GO_BP","1","GO:0032102","negative regulation of response to external stimulus","7/52","380/15373",0.000273735956287709,0.00374003284096465,0.00273250321829481,"LTF/IFI16/HLA-A/HLA-DRB1/SAA1/A2M/PLAT",7,"Other biological processes"
"GO_BP","1","GO:0043903","regulation of biological process involved in symbiotic interaction","3/52","38/15373",0.000283249246883858,0.00382701204678634,0.00279605104526288,"CD74/LTF/HLA-DRB1",3,"Other biological processes"
"GO_BP","1","GO:0009141","nucleoside triphosphate metabolic process","6/52","271/15373",0.00029279049165368,0.00391245316319643,0.00285847512962066,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"Metabolic processes"
"GO_BP","1","GO:0010257","NADH dehydrogenase complex assembly","3/52","40/15373",0.000330155058196458,0.00431686613727842,0.00315394305736062,"MT-ND5/MT-ND4/MT-ND1",3,"Other biological processes"
"GO_BP","1","GO:0032981","mitochondrial respiratory chain complex I assembly","3/52","40/15373",0.000330155058196458,0.00431686613727842,0.00315394305736062,"MT-ND5/MT-ND4/MT-ND1",3,"Mitochondrial / oxidative energy metabolism"
"GO_BP","1","GO:0001910","regulation of leukocyte mediated cytotoxicity","4/52","99/15373",0.000345628752761158,0.00447111237614434,0.00326663681221072,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Other biological processes"
"GO_BP","1","GO:0002697","regulation of immune effector process","7/52","400/15373",0.000373329533695183,0.00477861803129835,0.00349130334004138,"CD74/HLA-DRA/CLU/HLA-A/B2M/HLA-DRB1/A2M",7,"Other biological processes"
"GO_BP","1","GO:0002709","regulation of T cell mediated immunity","4/52","103/15373",0.000401921511066111,0.00509100580683741,0.00371953679100656,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","2/52","10/15373",0.000496318325333367,0.00615839881229974,0.00449938417380625,"HLA-DRA/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0045657","positive regulation of monocyte differentiation","2/52","10/15373",0.000496318325333367,0.00615839881229974,0.00449938417380625,"CD74/HLA-DRB1",2,"Other biological processes"
"GO_BP","1","GO:0006163","purine nucleotide metabolic process","7/52","423/15373",0.000521865696233348,0.00640998673353285,0.00468319667858529,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"Metabolic processes"
"GO_BP","1","GO:0002455","humoral immune response mediated by circulating immunoglobulin","3/52","49/15373",0.000602601780220486,0.00728755000792749,0.00532435267199688,"IGHA1/CLU/IGHG1",3,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0097278","complement-dependent cytotoxicity","2/52","11/15373",0.000605298150329503,0.00728755000792749,0.00532435267199688,"CLU/IGHG1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0043380","regulation of memory T cell differentiation","2/52","12/15373",0.000724785781391534,0.00862027474617037,0.00629805391773528,"HLA-DRA/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0050777","negative regulation of immune response","5/52","212/15373",0.000730171298400944,0.00862027474617037,0.00629805391773528,"CLU/IFI16/HLA-A/HLA-DRB1/A2M",5,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0045582","positive regulation of T cell differentiation","4/52","122/15373",0.000761613915149595,0.00890502423867219,0.00650609457880829,"CD74/HLA-DRA/HLA-DRB1/ACTB",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0043379","memory T cell differentiation","2/52","13/15373",0.000854711635119622,0.00985778363698163,0.00720218956857037,"HLA-DRA/HLA-DRB1",2,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","4/52","126/15373",0.000859313376250043,0.00985778363698163,0.00720218956857037,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"Immune / antigen-presentation / inflammatory processes"
"GO_BP","1","GO:0042255","ribosome assembly","3/52","56/15373",0.000891664913734748,0.0101333134121631,0.00740349421733524,"RPS28/RPS15/RPS27",3,"Protein synthesis / translational processes"
