"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Temporal_Cluster"
"GO:0019646","aerobic electron transport chain","9/52","87/15373",0.103448275862069,30.5828912466844,16.1204298878358,1.1754220504242e-11,7.3703818045662e-09,5.38487036275439e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"1"
"GO:0042773","ATP synthesis coupled electron transport","9/52","94/15373",0.0957446808510638,28.305441898527,15.4699522831247,2.39479832572192e-11,7.3703818045662e-09,5.38487036275439e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"1"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","9/52","94/15373",0.0957446808510638,28.305441898527,15.4699522831247,2.39479832572192e-11,7.3703818045662e-09,5.38487036275439e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"1"
"GO:0006119","oxidative phosphorylation","10/52","136/15373",0.0735294117647059,21.7378393665158,14.1516321094592,2.42446769887046e-11,7.3703818045662e-09,5.38487036275439e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"1"
"GO:0002478","antigen processing and presentation of exogenous peptide antigen","7/52","39/15373",0.179487179487179,53.0626232741617,18.9650470536464,4.71449805551329e-11,1.14656592710083e-08,8.3769186502173e-09,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",7,"1"
"GO:0002396","MHC protein complex assembly","6/52","22/15373",0.272727272727273,80.6276223776224,21.7735907703919,7.95999766884106e-11,1.29197309864205e-08,9.43927714035566e-09,"HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"1"
"GO:0002501","peptide antigen assembly with MHC protein complex","6/52","22/15373",0.272727272727273,80.6276223776224,21.7735907703919,7.95999766884106e-11,1.29197309864205e-08,9.43927714035566e-09,"HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"1"
"GO:0022904","respiratory electron transport chain","9/52","108/15373",0.0833333333333333,24.6362179487179,14.3603413315323,8.49982301738188e-11,1.29197309864205e-08,9.43927714035566e-09,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"1"
"GO:0022900","electron transport chain","9/52","118/15373",0.076271186440678,22.5484028683181,13.6890493007961,1.89437116612966e-10,2.5595059311263e-08,1.86999913943092e-08,"MT-ND4L/MT-ND3/MT-ND5/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",9,"1"
"GO:0019884","antigen processing and presentation of exogenous antigen","7/52","48/15373",0.145833333333333,43.1133814102564,17.0240855931013,2.2052981261289e-10,2.68164252137275e-08,1.95923328258189e-08,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",7,"1"
"GO:1902600","proton transmembrane transport","10/52","176/15373",0.0568181818181818,16.7974213286713,12.2796759654752,3.125774995919e-10,3.45540217730682e-08,2.52454937469439e-08,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"1"
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","6/52","29/15373",0.206896551724138,61.1657824933687,18.8930718768818,4.97736728428375e-10,5.04373218140753e-08,3.68499823503112e-08,"CD74/HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"1"
"GO:0002399","MHC class II protein complex assembly","5/52","14/15373",0.357142857142857,105.583791208791,22.8071086881883,7.11149254015501e-10,6.17683923487749e-08,4.51285692021867e-08,"HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",5,"1"
"GO:0002503","peptide antigen assembly with MHC class II protein complex","5/52","14/15373",0.357142857142857,105.583791208791,22.8071086881883,7.11149254015501e-10,6.17683923487749e-08,4.51285692021867e-08,"HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",5,"1"
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","6/52","31/15373",0.193548387096774,57.2196029776675,18.2537011274367,7.67537755996395e-10,6.22217274194411e-08,4.54597800744532e-08,"CD74/HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"1"
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","6/52","33/15373",0.181818181818182,53.7517482517483,17.6727628928532,1.14866900929957e-09,8.72988447067676e-08,6.378135814795e-08,"CD74/HLA-DRA/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",6,"1"
"GO:0048002","antigen processing and presentation of peptide antigen","7/52","65/15373",0.107692307692308,31.837573964497,14.5144625492657,1.99612510659436e-09,1.42781654683455e-07,1.04317621669699e-07,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",7,"1"
"GO:0002449","lymphocyte mediated immunity","11/52","353/15373",0.0311614730878187,9.21241011113532,9.0938192699966,2.08444398822741e-08,1.4081577164914e-06,1.02881329009587e-06,"CD74/HLA-DRA/IGHA1/CLU/IGLC2/HLA-A/B2M/HLA-DRB1/IGLC3/IGHG1/IGKC",11,"1"
"GO:0009060","aerobic respiration","10/52","278/15373",0.0359712230215827,10.6343386828998,9.44389287333468,2.57702388600996e-08,1.64929528704637e-06,1.2049906702451e-06,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"1"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/52","364/15373",0.0302197802197802,8.93401310228233,8.92464663991576,2.85625034727217e-08,1.73660021114148e-06,1.26877647005143e-06,"CD74/HLA-DRA/IGHA1/CLU/IGLC2/HLA-A/B2M/HLA-DRB1/IGLC3/IGHG1/IGKC",11,"1"
"GO:0019883","antigen processing and presentation of endogenous antigen","5/52","30/15373",0.166666666666667,49.2724358974359,15.4179986308659,4.85962800248779e-08,2.81395602429769e-06,2.05590277398481e-06,"CD74/HLA-DRA/HLA-A/B2M/HLA-DRB1",5,"1"
"GO:0045333","cellular respiration","10/52","312/15373",0.032051282051282,9.47546844181459,8.81124764103065,7.6367211012913e-08,4.11811785275908e-06,3.00873568882329e-06,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"1"
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis","6/52","65/15373",0.0923076923076923,27.289349112426,12.3737286719177,7.89025470210068e-08,4.11811785275908e-06,3.00873568882329e-06,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0019882","antigen processing and presentation","7/52","110/15373",0.0636363636363636,18.8131118881119,10.9229385321331,8.12786418307713e-08,4.11811785275908e-06,3.00873568882329e-06,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1",7,"1"
"GO:0015986","proton motive force-driven ATP synthesis","6/52","71/15373",0.0845070422535211,24.9832069339112,11.8000985301423,1.34716911529432e-07,6.55263057679155e-06,4.78741361393012e-06,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0002443","leukocyte mediated immunity","11/52","447/15373",0.0246085011185682,7.2751247633798,7.84382166894399,2.28932338819138e-07,1.0706989384772e-05,7.82262728596568e-06,"CD74/HLA-DRA/IGHA1/CLU/IGLC2/HLA-A/B2M/HLA-DRB1/IGLC3/IGHG1/IGKC",11,"1"
"GO:0006120","mitochondrial electron transport, NADH to ubiquinone","5/52","49/15373",0.102040816326531,30.1667974882261,11.9130788976661,6.1951299048869e-07,2.79010294975647e-05,2.03847549307e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ND4/MT-ND1",5,"1"
"GO:0015980","energy derivation by oxidation of organic compounds","10/52","400/15373",0.025,7.39086538461539,7.54498805561622,7.57982913889703e-07,3.22291507829727e-05,2.35469211052882e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"1"
"GO:0006754","ATP biosynthetic process","6/52","95/15373",0.0631578947368421,18.6716599190283,10.0653573541935,7.68622839396553e-07,3.22291507829727e-05,2.35469211052882e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0002483","antigen processing and presentation of endogenous peptide antigen","4/52","23/15373",0.173913043478261,51.4147157190636,14.0958202877319,9.82720208433163e-07,3.98329257818242e-05,2.91023107339505e-05,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0019731","antibacterial humoral response","5/52","55/15373",0.0909090909090909,26.8758741258741,11.1995002919338,1.11303021149654e-06,4.36595076509611e-05,3.18980474873712e-05,"IGHA1/LTF/HLA-A/B2M/IGHG1",5,"1"
"GO:0006959","humoral immune response","8/52","238/15373",0.0336134453781513,9.93729799612153,8.09518555883797,1.22716308425465e-06,4.66321972016766e-05,3.4069922470754e-05,"IGHA1/CLU/LTF/HLA-A/B2M/HLA-DRB1/IGHG1/A2M",8,"1"
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","6/52","105/15373",0.0571428571428571,16.8934065934066,9.52015175363632,1.38716909067746e-06,5.11150792201151e-05,3.73451582944746e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0009145","purine nucleoside triphosphate biosynthetic process","6/52","106/15373",0.0566037735849057,16.7340348330914,9.46977129736801,1.46662591271347e-06,5.24534444076345e-05,3.83229805055779e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0009201","ribonucleoside triphosphate biosynthetic process","6/52","111/15373",0.0540540540540541,15.9802494802495,9.22779874936755,1.92179949096168e-06,6.67688051716974e-05,4.87819179059146e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0016064","immunoglobulin mediated immune response","7/52","177/15373",0.0395480225988701,11.691764450239,8.33479027713408,2.05897611534817e-06,6.95476376739826e-05,5.08121591039139e-05,"CD74/IGHA1/CLU/IGLC2/IGLC3/IGHG1/IGKC",7,"1"
"GO:0050870","positive regulation of T cell activation","8/52","258/15373",0.0310077519379845,9.16696481812761,7.70707819632536,2.24397784685368e-06,7.36927457131503e-05,5.38406140771285e-05,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"1"
"GO:0019724","B cell mediated immunity","7/52","180/15373",0.0388888888888889,11.4969017094017,8.25275434001374,2.30289830353595e-06,7.36927457131503e-05,5.38406140771285e-05,"CD74/IGHA1/CLU/IGLC2/IGLC3/IGHG1/IGKC",7,"1"
"GO:0006091","generation of precursor metabolites and energy","10/52","459/15373",0.0217864923747277,6.44084129378247,6.89443425889215,2.62304096953712e-06,8.10261534228071e-05,5.91984708179096e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-CO2/MT-CYB/MT-CO3/MT-ND4/MT-CO1/MT-ND1",10,"1"
"GO:0006164","purine nucleotide biosynthetic process","7/52","184/15373",0.0380434782608696,11.2469690635452,8.14634969470191,2.66533399417128e-06,8.10261534228071e-05,5.91984708179096e-05,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"1"
"GO:0009142","nucleoside triphosphate biosynthetic process","6/52","119/15373",0.0504201680672269,14.9059469941823,8.87167211971806,2.88536493740561e-06,8.55757015581762e-05,6.25224135345401e-05,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","8/52","279/15373",0.028673835125448,8.4769782189137,7.34259117097948,4.00975194901024e-06,0.000116091865952296,8.48178106507428e-05,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"1"
"GO:0050867","positive regulation of cell activation","9/52","384/15373",0.0234375,6.92893629807692,6.85455664960207,4.90539262341236e-06,0.000138719940234173,0.000101350094838679,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTA2/ACTB",9,"1"
"GO:0045785","positive regulation of cell adhesion","10/52","495/15373",0.0202020202020202,5.97241647241647,6.55120398385003,5.13205931819907e-06,0.000141831457521138,0.000103623398673685,"CD74/HLA-DRA/TPM1/HLA-A/B2M/HLA-DPA1/HLA-DRB1/SAA1/HLA-DQA1/ACTB",10,"1"
"GO:0001916","positive regulation of T cell mediated cytotoxicity","4/52","36/15373",0.111111111111111,32.8482905982906,11.145266878407,6.32830800436507e-06,0.000171004945184621,0.000124937823524775,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0009165","nucleotide biosynthetic process","7/52","217/15373",0.032258064516129,9.53660049627791,7.37812195344854,7.90815580006295e-06,0.00020905037941036,0.000152734176092749,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"1"
"GO:0009152","purine ribonucleotide biosynthetic process","6/52","149/15373",0.0402684563758389,11.9047496128033,7.79233738718791,1.05656767723927e-05,0.000273358786281478,0.000199718503827534,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0070482","response to oxygen levels","8/52","328/15373",0.024390243902439,7.21060037523452,6.62365516424004,1.31000550134006e-05,0.000331868060339481,0.000242465930511186,"MT-ND5/MT-ATP6/MT-CO2/MT-CYB/PLAT/MT-ND4/MT-CO1/MT-ND1",8,"1"
"GO:0022409","positive regulation of cell-cell adhesion","8/52","332/15373",0.0240963855421687,7.12372567191844,6.57157875258021,1.43014192504077e-05,0.000354908689969302,0.000259299631521893,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"1"
"GO:0001906","cell killing","7/52","239/15373",0.0292887029288703,8.65875442549083,6.9519002724873,1.48250029489908e-05,0.000360544071719456,0.000263416894504173,"HLA-DRA/CLU/LTF/HLA-A/B2M/HLA-DRB1/IGHG1",7,"1"
"GO:0051251","positive regulation of lymphocyte activation","8/52","336/15373",0.0238095238095238,7.03891941391941,6.5203600294624,1.55944312996863e-05,0.000371820165890561,0.000271655315107023,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"1"
"GO:0002468","dendritic cell antigen processing and presentation","3/52","15/15373",0.2,59.1269230769231,13.121362558079,1.61396984675195e-05,0.00037742064108661,0.000275747075032115,"CD74/HLA-DRA/HLA-DRB1",3,"1"
"GO:0001914","regulation of T cell mediated cytotoxicity","4/52","46/15373",0.0869565217391304,25.7073578595318,9.77687237696322,1.70990345092588e-05,0.000392309923835071,0.000286625325239612,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0009260","ribonucleotide biosynthetic process","6/52","165/15373",0.0363636363636364,10.7503496503496,7.33583261880571,1.88873696658904e-05,0.000425315583587458,0.000310739571111335,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0072522","purine-containing compound biosynthetic process","7/52","249/15373",0.0281124497991968,8.31101328390485,6.77590355203077,1.93190259130059e-05,0.00042712610018573,0.00031206235158999,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"1"
"GO:0046390","ribose phosphate biosynthetic process","6/52","170/15373",0.0352941176470588,10.4341628959276,7.20587106705102,2.23650341756443e-05,0.000485640742099704,0.00035481370007977,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0000028","ribosomal small subunit assembly","3/52","18/15373",0.166666666666667,49.2724358974359,11.9380628255823,2.87382045015016e-05,0.000613081696032034,0.000447923261297643,"RPS28/RPS15/RPS27",3,"1"
"GO:0002696","positive regulation of leukocyte activation","8/52","367/15373",0.0217983651226158,6.44435128903794,6.14992761543364,2.93828432851493e-05,0.000616026507495544,0.000450074768287949,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"1"
"GO:0031341","regulation of cell killing","5/52","109/15373",0.0458715596330275,13.5612208892025,7.66715470658832,3.25741848684723e-05,0.000671359471187497,0.000490501552702777,"HLA-DRA/CLU/HLA-A/B2M/HLA-DRB1",5,"1"
"GO:1903037","regulation of leukocyte cell-cell adhesion","8/52","377/15373",0.0212201591511936,6.27341358906346,6.03945982494903,3.55814773580572e-05,0.000721117941123293,0.000526855559477198,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"1"
"GO:0001913","T cell mediated cytotoxicity","4/52","56/15373",0.0714285714285714,21.1167582417582,8.78594453874389,3.75372262039965e-05,0.00073621398490419,0.000537884871242327,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0006956","complement activation","4/52","56/15373",0.0714285714285714,21.1167582417582,8.78594453874389,3.75372262039965e-05,0.00073621398490419,0.000537884871242327,"IGHA1/CLU/IGHG1/A2M",4,"1"
"GO:1903900","regulation of viral life cycle","5/52","113/15373",0.0442477876106195,13.0811776718856,7.50921483889577,3.873997941495e-05,0.000747743094739351,0.00054630814747231,"CD74/LTF/IFI16/HLA-DRB1/IL32",5,"1"
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","3/52","20/15373",0.15,44.3451923076923,11.3001084205233,3.99575202067969e-05,0.000759192883929141,0.00055467347129172,"MT-CO2/MT-CO3/MT-CO1",3,"1"
"GO:0050863","regulation of T cell activation","8/52","386/15373",0.0207253886010363,6.12714228776405,5.94340016786243,4.20634718317062e-05,0.000786910488420843,0.000574924214185588,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"1"
"GO:0001666","response to hypoxia","7/52","293/15373",0.0238907849829352,7.06294302966658,6.1043570814586,5.45818242623421e-05,0.00100562876216679,0.000734721844934875,"MT-ND5/MT-CO2/MT-CYB/PLAT/MT-ND4/MT-CO1/MT-ND1",7,"1"
"GO:0002181","cytoplasmic translation","6/52","201/15373",0.0298507462686567,8.82491389207807,6.50548204027369,5.72129844690998e-05,0.0010383729718571,0.000758645072928834,"RPL36/RPS28/RPL34/RPL37/RPS15/RPS27",6,"1"
"GO:0050851","antigen receptor-mediated signaling pathway","6/52","206/15373",0.029126213592233,8.61071695294996,6.4066742224219,6.55759116428191e-05,0.0011726515964363,0.000856750300720423,"IGHA1/HLA-A/HLA-DRB1/IGLC3/IGHG1/IGKC",6,"1"
"GO:0007159","leukocyte cell-cell adhesion","8/52","412/15373",0.0194174757281553,5.74047796863331,5.68216358428531,6.65823145855007e-05,0.00117339267443433,0.00085729173928547,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"1"
"GO:1901293","nucleoside phosphate biosynthetic process","7/52","305/15373",0.0229508196721311,6.78505674653216,5.94501617685059,7.02899082651861e-05,0.00122103612072095,0.00089210048986191,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"1"
"GO:0036293","response to decreased oxygen levels","7/52","306/15373",0.0228758169934641,6.76288335847159,5.93212716150012,7.17504351403683e-05,0.00122885252296743,0.000897811226960279,"MT-ND5/MT-CO2/MT-CYB/PLAT/MT-ND4/MT-CO1/MT-ND1",7,"1"
"GO:0001912","positive regulation of leukocyte mediated cytotoxicity","4/52","68/15373",0.0588235294117647,17.3902714932127,7.89127612684262,8.0776439203391e-05,0.00136422430654616,0.000996715127012602,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0002711","positive regulation of T cell mediated immunity","4/52","70/15373",0.0571428571428571,16.8934065934066,7.76427712897266,9.04917578767495e-05,0.00150736955586476,0.00110129839434717,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0031343","positive regulation of cell killing","4/52","71/15373",0.0563380281690141,16.6554712892741,7.70272733993886,9.56554902855403e-05,0.00155187790578064,0.00113381661398793,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0019730","antimicrobial humoral response","5/52","137/15373",0.0364963503649635,10.7895845030882,6.7052096991167,9.69923691112897e-05,0.00155187790578064,0.00113381661398793,"IGHA1/LTF/HLA-A/B2M/IGHG1",5,"1"
"GO:0050792","regulation of viral process","5/52","137/15373",0.0364963503649635,10.7895845030882,6.7052096991167,9.69923691112897e-05,0.00155187790578064,0.00113381661398793,"CD74/LTF/IFI16/HLA-DRB1/IL32",5,"1"
"GO:0046034","ATP metabolic process","6/52","226/15373",0.0265486725663717,7.84870660313138,6.04258504961489,0.00010932676964739,0.00172651106352241,0.0012614052437785,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0050853","B cell receptor signaling pathway","4/52","74/15373",0.0540540540540541,15.9802494802495,7.5253497154292,0.000112432868535158,0.00175279959152246,0.00128061188992811,"IGHA1/IGLC3/IGHG1/IGKC",4,"1"
"GO:0002429","immune response-activating cell surface receptor signaling pathway","7/52","331/15373",0.0211480362537764,6.2520915640251,5.62751675920112,0.000117187889168892,0.00180380345859965,0.00131787579558354,"IGHA1/LTF/HLA-A/HLA-DRB1/IGLC3/IGHG1/IGKC",7,"1"
"GO:0001909","leukocyte mediated cytotoxicity","5/52","148/15373",0.0337837837837838,9.98765592515593,6.40061858805317,0.000139538662426317,0.00212098766888001,0.00154961356694488,"HLA-DRA/HLA-A/B2M/HLA-DRB1/IGHG1",5,"1"
"GO:0009205","purine ribonucleoside triphosphate metabolic process","6/52","248/15373",0.0241935483870968,7.15245037220844,5.69048878027004,0.000181485779069676,0.00272452725121884,0.00199056527010795,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","7/52","360/15373",0.0194444444444444,5.74845085470085,5.31120126444578,0.000196788564615159,0.00291823042161016,0.00213208663074703,"IGHA1/LTF/HLA-A/HLA-DRB1/IGLC3/IGHG1/IGKC",7,"1"
"GO:0009144","purine nucleoside triphosphate metabolic process","6/52","255/15373",0.0235294117647059,6.95610859728507,5.5873880002565,0.000211007360298229,0.0030913849412367,0.00225859495360437,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0001819","positive regulation of cytokine production","8/52","496/15373",0.0161290322580645,4.76830024813896,4.96994930814082,0.000239429610346803,0.00332853367624293,0.00243185805293372,"CD74/CLU/IFI16/HLA-A/B2M/HLA-DPA1/SAA1/IL32",8,"1"
"GO:0022407","regulation of cell-cell adhesion","8/52","496/15373",0.0161290322580645,4.76830024813896,4.96994930814082,0.000239429610346803,0.00332853367624293,0.00243185805293372,"CD74/HLA-DRA/HLA-A/B2M/HLA-DPA1/HLA-DRB1/HLA-DQA1/ACTB",8,"1"
"GO:0006958","complement activation, classical pathway","3/52","36/15373",0.0833333333333333,24.6362179487179,8.27146299176239,0.000240880726570212,0.00332853367624293,0.00243185805293372,"IGHA1/CLU/IGHG1",3,"1"
"GO:0030224","monocyte differentiation","3/52","36/15373",0.0833333333333333,24.6362179487179,8.27146299176239,0.000240880726570212,0.00332853367624293,0.00243185805293372,"CD74/IFI16/HLA-DRB1",3,"1"
"GO:0046688","response to copper ion","3/52","36/15373",0.0833333333333333,24.6362179487179,8.27146299176239,0.000240880726570212,0.00332853367624293,0.00243185805293372,"MT2A/MT-CYB/MT-CO1",3,"1"
"GO:0032102","negative regulation of response to external stimulus","7/52","380/15373",0.0184210526315789,5.4459008097166,5.11246797287943,0.000273735956287709,0.00374003284096465,0.00273250321829481,"LTF/IFI16/HLA-A/HLA-DRB1/SAA1/A2M/PLAT",7,"1"
"GO:0043903","regulation of biological process involved in symbiotic interaction","3/52","38/15373",0.0789473684210526,23.3395748987854,8.03245157874045,0.000283249246883858,0.00382701204678634,0.00279605104526288,"CD74/LTF/HLA-DRB1",3,"1"
"GO:0009141","nucleoside triphosphate metabolic process","6/52","271/15373",0.022140221402214,6.54541583877377,5.36568081398831,0.00029279049165368,0.00391245316319643,0.00285847512962066,"MT-ND4L/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",6,"1"
"GO:0010257","NADH dehydrogenase complex assembly","3/52","40/15373",0.075,22.1725961538462,7.81112962804913,0.000330155058196458,0.00431686613727842,0.00315394305736062,"MT-ND5/MT-ND4/MT-ND1",3,"1"
"GO:0032981","mitochondrial respiratory chain complex I assembly","3/52","40/15373",0.075,22.1725961538462,7.81112962804913,0.000330155058196458,0.00431686613727842,0.00315394305736062,"MT-ND5/MT-ND4/MT-ND1",3,"1"
"GO:0001910","regulation of leukocyte mediated cytotoxicity","4/52","99/15373",0.0404040404040404,11.9448329448329,6.36463708134512,0.000345628752761158,0.00447111237614434,0.00326663681221072,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0002697","regulation of immune effector process","7/52","400/15373",0.0175,5.17360576923077,4.92731481303016,0.000373329533695183,0.00477861803129835,0.00349130334004138,"CD74/HLA-DRA/CLU/HLA-A/B2M/HLA-DRB1/A2M",7,"1"
"GO:0002709","regulation of T cell mediated immunity","4/52","103/15373",0.0388349514563107,11.4809559372666,6.21760735171797,0.000401921511066111,0.00509100580683741,0.00371953679100656,"HLA-DRA/HLA-A/B2M/HLA-DRB1",4,"1"
"GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","2/52","10/15373",0.2,59.1269230769231,10.7118041229368,0.000496318325333367,0.00615839881229974,0.00449938417380625,"HLA-DRA/HLA-DRB1",2,"1"
"GO:0045657","positive regulation of monocyte differentiation","2/52","10/15373",0.2,59.1269230769231,10.7118041229368,0.000496318325333367,0.00615839881229974,0.00449938417380625,"CD74/HLA-DRB1",2,"1"
"GO:0006163","purine nucleotide metabolic process","7/52","423/15373",0.016548463356974,4.89229859974541,4.72910591528703,0.000521865696233348,0.00640998673353285,0.00468319667858529,"MT-ND4L/NNMT/MT-ND3/MT-ND5/MT-ATP6/MT-ND4/MT-ND1",7,"1"
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","3/52","49/15373",0.0612244897959184,18.1000784929356,6.98446870366418,0.000602601780220486,0.00728755000792749,0.00532435267199688,"IGHA1/CLU/IGHG1",3,"1"
"GO:0097278","complement-dependent cytotoxicity","2/52","11/15373",0.181818181818182,53.7517482517483,10.1960656430935,0.000605298150329503,0.00728755000792749,0.00532435267199688,"CLU/IGHG1",2,"1"
"GO:0043380","regulation of memory T cell differentiation","2/52","12/15373",0.166666666666667,49.2724358974359,9.74548363137877,0.000724785781391534,0.00862027474617037,0.00629805391773528,"HLA-DRA/HLA-DRB1",2,"1"
"GO:0050777","negative regulation of immune response","5/52","212/15373",0.0235849056603774,6.9725145137881,5.10134298311696,0.000730171298400944,0.00862027474617037,0.00629805391773528,"CLU/IFI16/HLA-A/HLA-DRB1/A2M",5,"1"
