"SYMBOL","ENTREZID"
"ID3","3399"
"SNCG","6623"
"RBP4","5950"
"MRPL14","64928"
"RPL36AL","6166"
"MRPS12","6183"
"SAT1","6303"
"NME1","4830"
"CD2","914"
"SMIM22","440335"
"GJB6","10804"
"HSPD1","3329"
"PCMT1","5110"
"NPC2","10577"
"SUMO1","7341"
"PSAP","5660"
"LSR","51599"
"PMP22","5376"
"IGFBP4","3487"
"DNASE2","1777"
"TCN1","6947"
"MELK","9833"
"P4HA1","5033"
"PIF1","80119"
"PARP1","142"
"EEF2","1938"
"REEP5","7905"
"MT-ATP8","4509"
"NPW","283869"
"NFIX","4784"
"TROAP","10024"
"FAM83D","81610"
"FOSB","2354"
"APLP2","334"
"RPS15A","6210"
"MDFI","4188"
"MT1X","4501"
"MT-ND1","4535"
"IFITM3","10410"
"TMEM59","9528"
"LAMTOR5","10542"
"SIVA1","10572"
"RAB5IF","55969"
"PTGES3","10728"
"MRPL9","65005"
"DNAJC19","131118"
"RTN4","57142"
"PAM","5066"
"UBXN4","23190"
"UCHL3","7347"
"MYBL2","4605"
"SLC25A3","5250"
"DDAH2","23564"
"IFITM2","10581"
"GNAS","2778"
"HINT1","3094"
"RPL3","6122"
"CKAP2","26586"
"ATRAID","51374"
"GADD45GIP1","90480"
"IGHA1","3493"
"SLIRP","81892"
"DCUN1D5","84259"
"COX5A","9377"
"CTHRC1","115908"
"ACTB","60"
"SFRP1","6422"
"TNNT1","7138"
"BASP1","10409"
"GTPBP4","23560"
"TTK","7272"
"HSBP1","3281"
"TPI1","7167"
"SDHC","6391"
"HLA-DPB1","3115"
"UQCRFS1","7386"
"SON","6651"
"CCT6A","908"
"BEX3","27018"
"EGR1","1958"
"TCP1","6950"
"APOE","348"
"DIO2","1734"
"MAFF","23764"
"EIF3L","51386"
"MRPL58","3396"
"TMEM147","10430"
"CD24","100133941"
"PEPD","5184"
"COX7A2","1347"
"IFIT3","3437"
"CSRP2","1466"
"MLF2","8079"
"GDI2","2665"
"COX8A","1351"
"LYZ","4069"
"RPS3","6188"
"XDH","7498"
"RTRAF","51637"
"SGK1","6446"
"IFI6","2537"
"SF3B2","10992"
"FAM162A","26355"
"ATP1B1","481"
"TMEM258","746"
"TXN","7295"
"SEC61G","23480"
"TPT1","7178"
"LCP1","3936"
"SUMO2","6613"
"HNRNPH3","3189"
"PSMD2","5708"
"EIF4G1","1981"
"SERPINA1","5265"
"DST","667"
"CADM1","23705"
"ZFP36","7538"
"KIFC1","3833"
"HNRNPDL","9987"
"TPM1","7168"
"CISD1","55847"
"RPS2","6187"
"RAB11FIP1","80223"
"TFG","10342"
"SSR2","6746"
"RHEB","6009"
"TM4SF1","4071"
"GPX3","2878"
"SEMA5A","9037"
"SNRPG","6637"
"IGLC2","3538"
"LGALS3","3958"
"FABP7","2173"
"TMBIM6","7009"
"RPS13","6207"
"BTN1A1","696"
"MEPE","56955"
"SF3B5","83443"
"C1R","715"
"IFI44","10561"
"RPL36","25873"
"CCT3","7203"
"MRPL51","51258"
"KNSTRN","90417"
"IRF1","3659"
"MAP3K13","9175"
"PSMC4","5704"
"DEK","7913"
"MTFR2","113115"
"CLDN7","1366"
"RPL19","6143"
"SOX4","6659"
"ADI1","55256"
"BTG1","694"
"COX6C","1345"
"NDRG1","10397"
"ARPC2","10109"
"MEAF6","64769"
"RPLP1","6176"
"OAS1","4938"
"CSNK2B","1460"
"MIS18A","54069"
"RPN2","6185"
"PARP14","54625"
"RGS16","6004"
"NDRG2","57447"
"HNRNPF","3185"
"KIF14","9928"
"PPP4C","5531"
"NOP53","29997"
"CEP55","55165"
"JTB","10899"
"PIMREG","54478"
"GPAA1","8733"
"POMP","51371"
"DDIT4","54541"
"ZWINT","11130"
"FDCSP","260436"
"PGAM1","5223"
"COX6A1","1337"
"GABRP","2568"
"CLDN4","1364"
"ATP5F1A","498"
"THBS1","7057"
"PA2G4","5036"
"NDUFA8","4702"
"KRT16","3868"
"RPL10","6134"
"SYNCRIP","10492"
"NOP10","55505"
"SRP9","6726"
"SMC2","10592"
"CCNI","10983"
"ZFP36L1","677"
"SOD2","6648"
"PDK4","5166"
"OXTR","5021"
"ERP29","10961"
"BCL2L12","83596"
"PTMA","5757"
"ARPC5","10092"
"DDX5","1655"
"SNRPD3","6634"
"IDI1","3422"
"RAN","5901"
"PDZK1IP1","10158"
"PI15","51050"
"PPP1CA","5499"
"MMP7","4316"
"TMED10","10972"
"ANXA2","302"
"FOXA1","3169"
"HNRNPA0","10949"
"GEM","2669"
"GJB2","2706"
"PSIP1","11168"
"TOMM20","9804"
"TBC1D9","23158"
"CXCR4","7852"
"UBL5","59286"
"NEBL","10529"
"AP3S1","1176"
"RPS27","6232"
"TUBA1A","7846"
"RPL29","6159"
"STX10","8677"
"DYNLL1","8655"
"TNC","3371"
"PIH1D1","55011"
"RAB25","57111"
"KLF6","1316"
"RABAC1","10567"
"RPL30","6156"
"ELF3","1999"
"P4HB","5034"
"ECH1","1891"
"SEC13","6396"
"KHDRBS1","10657"
"TACC3","10460"
"COX7A2L","9167"
"HSPA8","3312"
"RAB7A","7879"
"RFC4","5984"
"APRT","353"
"RHOC","389"
"STAT3","6774"
"MAP1LC3B","81631"
"PSRC1","84722"
"TAP1","6890"
"HSP90AB1","3326"
"DHFR","1719"
"MIR222HG","104457406"
"SMAGP","57228"
"PARL","55486"
"PFDN2","5202"
"MUCL1","118430"
"RPL36A","6173"
"MRPL34","64981"
"ELOC","6921"
"PRPF40A","55660"
"PTPRC","5788"
"NOVA1","4857"
"GNG5","2787"
"PSMD4","5710"
"EIF3K","27335"
"CMPK2","129607"
"ATP5IF1","93974"
"MZT1","440145"
"PSMG1","8624"
"HSP90AA1","3320"
"PEBP1","5037"
"MTDH","92140"
"SLC12A2","6558"
"RER1","11079"
"MGST1","4257"
"OAT","4942"
"SET","6418"
"KIF20B","9585"
"LINC02515","102723920"
"PTRHD1","391356"
"GGH","8836"
"FGFBP2","83888"
"PCNA","5111"
"LAMTOR2","28956"
"SRP14","6727"
"ANLN","54443"
"HADHB","3032"
"MTCH1","23787"
"CCL28","56477"
"MT-ND2","4536"
"PPM1G","5496"
"MYL12B","103910"
"MAF1","84232"
"RPS29","6235"
"SRSF7","6432"
"NECTIN4","81607"
"TSFM","10102"
"POTEE","445582"
"MIF","4282"
"GSN","2934"
"RPL15","6138"
"CD3G","917"
"EWSR1","2130"
"ARL6IP1","23204"
"CD52","1043"
"DHPS","1725"
"HLA-E","3133"
"NEK10","152110"
"ID1","3397"
"COX5B","1329"
"RPS28","6234"
"RAD51AP1","10635"
"GIPC1","10755"
"MRPS16","51021"
"OASL","8638"
"CD3D","915"
"FAM3B","54097"
"SYTL2","54843"
"JPT1","51155"
"ESCO2","157570"
"HNRNPA3","220988"
"SRSF9","8683"
"EIF4B","1975"
"HNRNPK","3190"
"CBX5","23468"
"GPSM2","29899"
"SCGB3A1","92304"
"EIF1AX","1964"
"SYNM","23336"
"KIF20A","10112"
"HES4","57801"
"NCAPG","64151"
"CARMN","728264"
"EFEMP1","2202"
"GLS","2744"
"ARF4","378"
"MXD3","83463"
"UBE2L6","9246"
"SRGN","5552"
"S100A2","6273"
"FTH1","2495"
"GJA1","2697"
"RAD23B","5887"
"PSMA7","5688"
"MRPL3","11222"
"PGR","5241"
"SPDEF","25803"
"MORF4L2","9643"
"GADD45B","4616"
"UBE2L3","7332"
"BUB1","699"
"HMGN3","9324"
"MX1","4599"
"TRMT112","51504"
"TMEM14A","28978"
"ITM2B","9445"
"PSMA3","5684"
"DLX1","1745"
"SELENOP","6414"
"TPM2","7169"
"MAOB","4129"
"ID2","3398"
"ETS1","2113"
"CFB","629"
"HSP90B1","7184"
"PTHLH","5744"
"EBNA1BP2","10969"
"EXOSC3","51010"
"PABPC1","26986"
"LSM10","84967"
"SRP19","6728"
"PGK1","5230"
"NQO1","1728"
"SPATS2","65244"
"ACAT2","39"
"PRDX6","9588"
"EIF3E","3646"
"PRR11","55771"
"CHCHD1","118487"
"SPARC","6678"
"MLPH","79083"
"RBX1","9978"
"TRMT10C","54931"
"TFAP2B","7021"
"ATP6V0E1","8992"
"EBPL","84650"
"PCBD1","5092"
"TPD52","7163"
"RAD21","5885"
"APEX1","328"
"LINC00623","728855"
"RAB2A","5862"
"SSBP1","6742"
"TOMM7","54543"
"FBXO5","26271"
"BTF3L4","91408"
"SPP1","6696"
"RPS21","6227"
"TMEM45A","55076"
"RACGAP1","29127"
"GRHPR","9380"
"IFNGR2","3460"
"MRPL20","55052"
"HMGB3","3149"
"EXOSC4","54512"
"ESR1","2099"
"PSMB3","5691"
"IGFBP2","3485"
"MAP1B","4131"
"ZNF581","51545"
"NRP2","8828"
"RPL12","6136"
"RHOBTB3","22836"
"HNRNPC","3183"
"KRT7","3855"
"CHCHD10","400916"
"RPL37","6167"
"RPL35","11224"
"PUF60","22827"
"TUBB4B","10383"
"MRPS21","54460"
"BGN","633"
"PPP1R16A","84988"
"AZGP1","563"
"KCNQ1OT1","10984"
"IFIH1","64135"
"IFITM1","8519"
"S100A16","140576"
"HMGN2","3151"
"EIF4A3","9775"
"CD44","960"
"MYL12A","10627"
"UBC","7316"
"EI24","9538"
"HLA-DMA","3108"
"MALL","7851"
"YWHAB","7529"
"S100A6","6277"
"SEC63","11231"
"MAGEF1","64110"
"ERGIC3","51614"
"MEG3","55384"
"C1QBP","708"
"RBBP7","5931"
"TMEM14C","51522"
"NDUFB2","4708"
"SHMT2","6472"
"ENSA","2029"
"DIAPH3","81624"
"PRELID1","27166"
"LMAN1","3998"
"BTG3","10950"
"LSM3","27258"
"ICAM1","3383"
"ANAPC16","119504"
"CACYBP","27101"
"DLX5","1749"
"CCL5","6352"
"HSD17B1","3292"
"EIF1","10209"
"POLR2F","5435"
"LSM2","57819"
"DSG1","1828"
"USP18","11274"
"KRT10","3858"
"TWIST1","7291"
"MYO10","4651"
"NEDD9","4739"
"CDC42","998"
"HPRT1","3251"
"SELENOM","140606"
"PAICS","10606"
"KLHDC7B","113730"
"KIF4A","24137"
"SNHG7","84973"
"TNFAIP3","7128"
"PRMT1","3276"
"DEPDC1B","55789"
"IER3","8870"
"IL17B","27190"
"CD69","969"
"INPP4B","8821"
"ITM2A","9452"
"IL20RA","53832"
"TM4SF18","116441"
"TRAPPC3","27095"
"STOML2","30968"
"CHMP2A","27243"
"SPC24","147841"
"CA9","768"
"ZBTB16","7704"
"SRP72","6731"
"MUC15","143662"
"SRSF3","6428"
"DUSP4","1846"
"DGUOK","1716"
"DNAJC9","23234"
"SH3BGR","6450"
"PPIB","5479"
"PTS","5805"
"DCDC2","51473"
"PPP1R1B","84152"
"NASP","4678"
"ARL1","400"
"FIBP","9158"
"LAPTM4B","55353"
"TRBC2","28638"
"RARRES1","5918"
"LY6E","4061"
"MRPL4","51073"
"ANAPC11","51529"
"ERBB4","2066"
"FOSL1","8061"
"RPS3A","6189"
"ATP6V0B","533"
"SMCO4","56935"
"USP1","7398"
"SF3A3","10946"
"VMP1","81671"
"MRPL18","29074"
"PSMD14","10213"
"S100A9","6280"
"MPZL2","10205"
"DNAJB11","51726"
"RNF19A","25897"
"RTP4","64108"
"HTR2A","3356"
"ACTG1","71"
"PTPRF","5792"
"IRS1","3667"
"CBX3","11335"
"SPCS1","28972"
"NENF","29937"
"HADHA","3030"
"FUS","2521"
"PRDX4","10549"
"SEC62","7095"
"MME","4311"
"DLX2","1746"
"PMAIP1","5366"
"GTF3A","2971"
"MZT2B","80097"
"RTN3","10313"
"PSENEN","55851"
"SLC40A1","30061"
"PAFAH1B3","5050"
"ELOF1","84337"
"RBM8A","9939"
"FKBP8","23770"
"PGRMC1","10857"
"CSNK1A1","1452"
"TRAC","28755"
"VPS72","6944"
"ATP5MC1","516"
"STAT1","6772"
"CYP26B1","56603"
"SELENOF","9403"
"TMSB4X","7114"
"TMEM165","55858"
"OAS2","4939"
"GRN","2896"
"NCBP2","22916"
"LTBP2","4053"
"SCP2","6342"
"MSRB2","22921"
"AHSA1","10598"
"NFIB","4781"
"UBA52","7311"
"LCN2","3934"
"CNIH4","29097"
"YWHAZ","7534"
"PTTG1IP","754"
"ASF1B","55723"
"NCAPH","23397"
"COL5A2","1290"
"CALM1","801"
"HLA-F","3134"
"MIDN","90007"
"EEF1D","1936"
"SLC2A1","6513"
"TMEM134","80194"
"RPL22","6146"
"APH1A","51107"
"ATG101","60673"
"YIF1A","10897"
"ZFP36L2","678"
"FDFT1","2222"
"CKAP2L","150468"
"AEBP1","165"
"UQCRQ","27089"
"S100P","6286"
"YBEY","54059"
"PLSCR1","5359"
"MPC2","25874"
"HNRNPD","3184"
"BAMBI","25805"
"SNHG8","100093630"
"AURKAIP1","54998"
"KRT81","3887"
"FXR1","8087"
"STMP1","647087"
"ENY2","56943"
"WFDC2","10406"
"PAK2","5062"
"CST3","1471"
"PPP1R14A","94274"
"KLF10","7071"
"PNISR","25957"
"TRIP13","9319"
"PHLDA2","7262"
"NCL","4691"
"RBM42","79171"
"PNRC1","10957"
"IGHM","3507"
"RAB1A","5861"
"FTL","2512"
"ERBB3","2065"
"IGFBP3","3486"
"MCM7","4176"
"FXYD6","53826"
"YIPF2","78992"
"TFPT","29844"
"HSPBP1","23640"
"GCSH","2653"
"EIF3D","8664"
"CNN3","1266"
"SNX3","8724"
"APOL6","80830"
"RPL11","6135"
"MRPL33","9553"
"SLC39A6","25800"
"MAL2","114569"
"CHI3L1","1116"
"ZC3H15","55854"
"CSRNP1","64651"
"NOTCH3","4854"
"DAPP1","27071"
"CHST9","83539"
"ATF3","467"
"FBP1","2203"
"TMED2","10959"
"ITGB1","3688"
"PSMA2","5683"
"HEXIM1","10614"
"ANP32E","81611"
"ARHGAP29","9411"
"ERG28","11161"
"ARPC5L","81873"
"SAMD9","54809"
"WLS","79971"
"ATF4","468"
"BBX","56987"
"CPE","1363"
"TK1","7083"
"LARP6","55323"
"VEGFA","7422"
"SHKBP1","92799"
"NIPSNAP3A","25934"
"LRG1","116844"
"MRPL11","65003"
"COTL1","23406"
"POLR2I","5438"
"CAPG","822"
"TACC1","6867"
"SRARP","149563"
"CDA","978"
"ARL6IP6","151188"
"NUCB2","4925"
"SPCS2","9789"
"MPLKIP","136647"
"SRSF2","6427"
"COL6A3","1293"
"PRC1","9055"
"RCN2","5955"
"HSD17B2","3294"
"KIF5B","3799"
"PRSS23","11098"
"ATAD2","29028"
"HPX","3263"
"BHLHE41","79365"
"XAF1","54739"
"EID1","23741"
"COX14","84987"
"ANXA1","301"
"HSF1","3297"
"ADIRF","10974"
"TALDO1","6888"
"SCPEP1","59342"
"EFNA4","1945"
"SNRPB","6628"
"TMEM106C","79022"
"CAMK2N1","55450"
"SERPINE2","5270"
"DUSP1","1843"
"PSMD8","5714"
"MRPL57","78988"
"PCNP","57092"
"TM9SF2","9375"
"HLA-DQB1","3119"
"ATP1A1","476"
"LAMC2","3918"
"TFAM","7019"
"SFT2D1","113402"
"TAX1BP1","8887"
"HEY2","23493"
"EGR3","1960"
"YY1","7528"
"XRCC5","7520"
"TMCO1","54499"
"PAPOLA","10914"
"SEMA3C","10512"
"DAB2","1601"
"HNRNPM","4670"
"SDHB","6390"
"RPL39","6170"
"NTRK2","4915"
"GPI","2821"
"POLE4","56655"
"PTGS2","5743"
"UBE2N","7334"
"FEN1","2237"
"PKM","5315"
"STK17A","9263"
"LMAN2","10960"
"MRPL37","51253"
"S100A13","6284"
"IGLC3","3539"
"RIC3","79608"
"RPL37A","6168"
"MRPL50","54534"
"ZDHHC12","84885"
"RPL14","9045"
"TMA7","51372"
"IQGAP3","128239"
"CAMTA1","23261"
"YBX3","8531"
"DNAJB1","3337"
"BORA","79866"
"THY1","7070"
"CAP1","10487"
"GGCT","79017"
"DNMT1","1786"
"BRCA2","675"
"VPS29","51699"
"EIF2B5","8893"
"C1orf122","127687"
"CYP1B1","1545"
"ALG3","10195"
"ENO1","2023"
"N4BP2L2","10443"
"CREB5","9586"
"MRPL39","54148"
"BAX","581"
"RUVBL1","8607"
"DTYMK","1841"
"C11orf96","387763"
"MYDGF","56005"
"CALD1","800"
"FAU","2197"
"HYLS1","219844"
"CYCS","54205"
"CIRBP","1153"
"MFGE8","4240"
"NDUFAB1","4706"
"MRPS33","51650"
"PDLIM5","10611"
"CCND2","894"
"FGF10","2255"
"RPN1","6184"
"RHOV","171177"
"MCL1","4170"
"CDKN2B","1030"
"HNRNPU","3192"
"PGLS","25796"
"COMMD3","23412"
"KRT27","342574"
"ADRB2","154"
"RGS1","5996"
"ACADSB","36"
"MBOAT7","79143"
"DUT","1854"
"SSR1","6745"
"HDDC2","51020"
"GNL2","29889"
"YDJC","150223"
"CD244","51744"
"YEATS4","8089"
"NDUFA9","4704"
"KTN1","3895"
"PLPP2","8612"
"KNL1","57082"
"KIT","3815"
"PPA2","27068"
"RPSA","3921"
"EBLN3P","100506710"
"SRSF5","6430"
"CD99","4267"
"DNAJC1","64215"
"PLS3","5358"
"MDH2","4191"
"KCNQ3","3786"
"CD59","966"
"CDKN2C","1031"
"NDUFS6","4726"
"GYPC","2995"
"LSM5","23658"
"SELENOT","51714"
"MIS18BP1","55320"
"CNBP","7555"
"STC2","8614"
"POLR2K","5440"
"HNRNPUL1","11100"
"LTB","4050"
"ZEB1","6935"
"WEE1","7465"
"ERO1A","30001"
"DNPH1","10591"
"ACTN4","81"
"CX3CL1","6376"
"CHMP5","51510"
"LMNB1","4001"
"KRT23","25984"
"MFSD2A","84879"
"IGHG3","3502"
"PLTP","5360"
"AMPH","273"
"ADRM1","11047"
"LAMTOR4","389541"
"DSC2","1824"
"TRPS1","7227"
"AKR1A1","10327"
"PPIG","9360"
"SFN","2810"
"TRAM1","23471"
"CD48","962"
"GMPR","2766"
"MED10","84246"
"HAT1","8520"
"LDHA","3939"
"ATF5","22809"
"SELENBP1","8991"
"PKP1","5317"
"SPTSSA","171546"
"RBP7","116362"
"SUB1","10923"
"GRP","2922"
"EPB41L4A-AS1","114915"
"KLK10","5655"
"TPM4","7171"
"RAB5C","5878"
"PARP9","83666"
"CLDN3","1365"
"TGM2","7052"
"SFPQ","6421"
"CDC45","8318"
"ACTN1","87"
"KXD1","79036"
"STAU1","6780"
"IGHA2","3494"
"CDCA5","113130"
"CLEC7A","64581"
"DESI2","51029"
"GAS1","2619"
"TNS4","84951"
"PTBP3","9991"
"REEP6","92840"
"IRS2","8660"
